"tract","Name","Teenage_Birth_Rate_women_only_rP_gF_pall"
34007601800,"Waterfront South, Camden, NJ",0.5542
28049003000,"Jackson, MS",0.5542
36067004000,"Westside, Syracuse, NY",0.5541
24510130300,"Penn North, Baltimore, MD",0.554
47157007821,"Memphis, TN",0.5538
17167001600,"Springfield, IL",0.5537
51710004700,"Norfolk, VA",0.5536
13033950700,"Sardis, GA",0.5536
26163504300,"Detroit, MI",0.5535
12027010302,"Arcadia, FL",0.5534
48113002702,"South Dallas/Fair Park, Dallas, TX",0.5534
47157005800,"South Memphis, Memphis, TN",0.5532
39153503400,"East Akron, Akron, OH",0.5531
48439104602,"Glencrest, Fort Worth, TX",0.5528
17031837300,"East Garfield Park, Chicago, IL",0.5528
5119001300,"Capital View, Little Rock, AR",0.5528
13021010100,"Macon, GA",0.5527
55079008500,"Lindsay Heights, Milwaukee, WI",0.5527
1073010302,"Bessemer, AL",0.5526
42101019900,"North Philadelphia, Philadelphia, PA",0.5526
13121002900,"Old Fourth Ward, Atlanta, GA",0.5526
12103021200,"Thirteenth St Heights, Saint Petersburg, FL",0.5526
12105016400,"Parker Street, Lakeland, FL",0.5524
17031230100,"Humboldt Park, Chicago, IL",0.5524
48113011500,"Piedmont Addition, Dallas, TX",0.5524
40109100500,"Capitol View, Oklahoma City, OK",0.5522
39035119702,"Buckeye - Shaker, Cleveland, OH",0.552
48309001900,"Oakwoods, Waco, TX",0.552
37063001400,"Durham, NC",0.552
12011030600,"Pompano Beach, FL",0.552
17163500900,"East Saint Louis, IL",0.5519
17031251700,"Austin, Chicago, IL",0.5517
24510090800,"East Baltimore Midway, Baltimore, MD",0.5517
55079014100,"Hillside, Milwaukee, WI",0.5516
13121007604,"Campbellton Road, Atlanta, GA",0.5514
51730810400,"Petersburg, VA",0.5514
5093010100,"Blytheville, AR",0.5513
17031271400,"East Garfield Park, Chicago, IL",0.5513
24510160100,"Harlem Park, Baltimore, MD",0.5512
24510150100,"Sandtown-Winchester, Baltimore, MD",0.5511
17031440800,"South Side, Chicago, IL",0.551
26163532200,"Detroit, MI",0.5509
17031680500,"Englewood, Chicago, IL",0.5508
26163506300,"Detroit, MI",0.5508
48309000400,"Waco, TX",0.5507
26163553300,"Highland Park, MI",0.5506
37119003700,"Southside Park, Charlotte, NC",0.5506
13051011300,"Midtown, Savannah, GA",0.5505
26081003000,"Madison Area, Grand Rapids, MI",0.5505
34001001400,"Atlantic City, NJ",0.5505
28119950100,"Sledge, MS",0.5504
13051002100,"Benjamin Van Clark Park, Savannah, GA",0.5503
22033005300,"Baton Rouge, LA",0.5501
29510106100,"Hamilton Heights, St. Louis, MO",0.5501
17031250800,"Austin, Chicago, IL",0.5499
32003000302,"Las Vegas, NV",0.5498
22033000500,"Mid City North, Baton Rouge, LA",0.5498
1063060200,"Boligee, AL",0.5498
47113000800,"Jackson, TN",0.5497
24510120500,"Greenmount West, Baltimore, MD",0.5496
17031431301,"South Shore, Chicago, IL",0.5496
21111001700,"California, Louisville, KY",0.5495
29510110500,"Fairgrounds, St. Louis, MO",0.5495
22033000900,"Mid City North, Baton Rouge, LA",0.5493
37119004700,"Biddleville, Charlotte, NC",0.5493
37119005000,"Double Oaks, Charlotte, NC",0.5491
39113004300,"Highview Hills, Dayton, OH",0.5491
39113000300,"Wesleyan Hill, Dayton, OH",0.5491
24510070300,"Milton - Montford, Baltimore, MD",0.5491
34007601500,"Whitman Park, Camden, NJ",0.5489
17201001100,"Rockford, IL",0.5489
48113008704,"Cedar Crest, Dallas, TX",0.5488
39035150400,"East Cleveland, OH",0.5488
13121003200,"Cabbagetown, Atlanta, GA",0.5485
17091011500,"Kankakee, IL",0.5485
12057000700,"Sulphur Springs, Tampa, FL",0.5485
1125012501,"Tuscaloosa, AL",0.5485
13051001200,"Kayton/Frazier Area, Savannah, GA",0.5484
30005940100,"Harlem, MT",0.5483
39095001500,"Ottawa, Toledo, OH",0.5483
22033000601,"Mid City North, Baton Rouge, LA",0.5482
13121011900,"Sweet Auburn, Atlanta, GA",0.5482
29510112200,"Academy/Sherman Park, St. Louis, MO",0.548
39035114100,"Fairfax, Cleveland, OH",0.548
22071004401,"Treme - Lafitte, New Orleans, LA",0.548
24510080302,"Berea, Baltimore, MD",0.5479
17031231200,"Humboldt Park, Chicago, IL",0.5478
48113008701,"Cedar Crest, Dallas, TX",0.5478
12073001200,"Villa Mitchell, Tallahassee, FL",0.5476
39095002402,"Ottawa, Toledo, OH",0.5473
48439106201,"Fort Worth, TX",0.5471
29510121200,"St. Louis, MO",0.547
12031002801,"Northwest, Jacksonville, FL",0.547
29095016500,"East Side, Kansas City, MO",0.547
39035112200,"Hough, Cleveland, OH",0.5468
12103020600,"Saint Petersburg, FL",0.5468
55079006900,"Harambee, Milwaukee, WI",0.5468
13121006500,"Capitol View, Atlanta, GA",0.5466
22017022300,"Queensborough, Shreveport, LA",0.5463
39035121300,"Union - Miles Park, Cleveland, OH",0.5455
42101002000,"Point Breeze, Philadelphia, PA",0.5455
1073000300,"Woodlawn, Birmingham, AL",0.5454
17163501100,"East Saint Louis, IL",0.5453
34007600800,"Pyne Poynt, Camden, NJ",0.5452
13089020600,"Edgewood, Atlanta, GA",0.5452
22065960400,"Tallulah, LA",0.5451
22071002700,"Seventh Ward, New Orleans, LA",0.5451
39095003400,"Center City, Toledo, OH",0.545
51740212100,"Portsmouth, VA",0.545
11001007503,"Historic Anacostia, Washington, DC",0.5449
17031080400,"Old Town, Chicago, IL",0.5449
13021011100,"Macon, GA",0.5448
1097004000,"Prichard, AL",0.5448
22065960300,"Tallulah, LA",0.5448
17201003200,"Rockford, IL",0.5446
17031821500,"Riverdale, IL",0.5445
37119003903,"Boulevard Homes, Charlotte, NC",0.5444
24510160400,"Midtown Edmondson, Baltimore, MD",0.5444
17031271300,"East Garfield Park, Chicago, IL",0.5442
55079013500,"Concordia, Milwaukee, WI",0.5442
55079006300,"Franklin Heights, Milwaukee, WI",0.5441
24510100100,"Johnson Square, Baltimore, MD",0.544
17031611600,"Back of the Yards, Chicago, IL",0.5438
11001007200,"Capitol Riverfront, Washington, DC",0.5438
17031681400,"Englewood, Chicago, IL",0.5438
22073000700,"Monroe, LA",0.5435
22071000904,"Lower Ninth Ward, New Orleans, LA",0.5435
17031670700,"South Side, Chicago, IL",0.5434
48375011000,"Amarillo, TX",0.5434
26163514300,"Detroit, MI",0.5432
47157004600,"Memphis, TN",0.5432
39061001000,"Over-The-Rhine, Cincinnati, OH",0.5431
17031681100,"Englewood, Chicago, IL",0.5429
22073001400,"Monroe, LA",0.5427
26077000300,"Northside, Kalamazoo, MI",0.5426
40143006200,"Tulsa, OK",0.5425
39049003600,"King-Lincoln Bronzeville, Columbus, OH",0.5425
48329001500,"Park Avenue Hts, Midland, TX",0.5425
13051002800,"Jackson Park, Savannah, GA",0.5424
55079009900,"Midtown, Milwaukee, WI",0.5423
39035119900,"Mount Pleasant, Cleveland, OH",0.5423
42101015101,"North Philadelphia, Philadelphia, PA",0.5422
22017021900,"Allendale, Lakeside, Shreveport, LA",0.5422
42101013300,"Fairmount, Philadelphia, PA",0.542
39035112600,"Hough, Cleveland, OH",0.5418
12105011202,"Paul A Digg, Lakeland, FL",0.5418
22079012800,"Alexandria, LA",0.5418
47157006700,"East Memphis, Memphis, TN",0.5417
47065001100,"Orchard Knob, Chattanooga, TN",0.5416
39061008000,"Winton Hills, Cincinnati, OH",0.5415
26163553400,"Highland Park, MI",0.5413
45083020500,"Spartanburg, SC",0.5413
51740211800,"Portsmouth, VA",0.5413
40109103700,"Central Oklahoma City, Oklahoma City, OK",0.5413
24510150500,"Burleith-Leighton, Baltimore, MD",0.5413
48201230300,"Northeast Houston, Houston, TX",0.5412
13051000601,"West Savannah, Savannah, GA",0.5412
39153506500,"West Akron, Akron, OH",0.5412
12086003400,"Overtown, Miami, FL",0.5411
39061026900,"West End, Cincinnati, OH",0.5411
12033000400,"Westpointe Heritage, Pensacola, FL",0.5411
12095010500,"Northwest Orlando, Orlando, FL",0.541
28151000600,"Greenville, MS",0.5409
12105014301,"Lake Wales, FL",0.5409
22071000603,"Algiers, New Orleans, LA",0.5408
26163512300,"Detroit, MI",0.5408
39035108701,"Central, Cleveland, OH",0.5407
48201312200,"Southeast Houston, Houston, TX",0.5404
19163010700,"Davenport, IA",0.5404
55079006500,"Franklin Heights, Milwaukee, WI",0.5403
28119950300,"Lambert, MS",0.54
12103028700,"Jordan Park, Saint Petersburg, FL",0.54
22067950400,"Bastrop, LA",0.5399
47157002800,"Binghampton, Memphis, TN",0.5399
26163531900,"Dexter-Linwood, Detroit, MI",0.5398
51730810600,"Petersburg, VA",0.5397
17031829700,"Sauk Village, IL",0.5397
17115000600,"Decatur, IL",0.5396
49057201200,"Ogden, UT",0.5396
13121007603,"Pomona Park, Atlanta, GA",0.5396
1125011600,"Tuscaloosa, AL",0.5395
24510080400,"Broadway East, Baltimore, MD",0.5395
26021002100,"Benton Harbor, MI",0.5395
28083950300,"Itta Bena, MS",0.5395
29510112300,"Fountain Park, St. Louis, MO",0.5394
17031491000,"Roseland, Chicago, IL",0.5393
24510140200,"Upton, Baltimore, MD",0.5393
42003560400,"Pittsburgh, PA",0.5393
12086001004,"Miami, FL",0.5392
51740211400,"Midtown, Portsmouth, VA",0.5391
13051002000,"Eastside, Savannah, GA",0.539
36001000200,"Arbor Hill, Albany, NY",0.539
39155920500,"Warren, OH",0.5389
12086001903,"Model City, Miami, FL",0.5389
48167724600,"Galveston, TX",0.5389
34011020100,"Bridgeton, NJ",0.5388
29510118100,"Forest Park Southeast, St. Louis, MO",0.5388
12057003500,"East Tampa, Tampa, FL",0.5388
12105012601,"Haines City, FL",0.5388
18089010500,"Gary, IN",0.5387
10003000900,"Wilmington, DE",0.5385
26163532400,"Virginia Park, Detroit, MI",0.5385
47157011100,"Douglass, Memphis, TN",0.5383
39095002500,"Roosevelt, Toledo, OH",0.5383
1047957200,"Selma, AL",0.5383
13215003000,"Columbus, GA",0.5382
51710004100,"Young Terrace, Norfolk, VA",0.5382
47037013900,"Elizabeth Park, Nashville, TN",0.5382
48453002110,"East MLK, Austin, TX",0.5381
39035111401,"Glenville, Cleveland, OH",0.5381
4013114600,"Estrella Village, Phoenix, AZ",0.5381
34007610400,"Lanning Square, Camden, NJ",0.5381
48113003400,"Cedar Crest, Dallas, TX",0.5381
22033000602,"Mid City North, Baton Rouge, LA",0.538
39003013800,"Lima, OH",0.5378
17031827400,"Harvey, IL",0.5376
55079014700,"Avenues West, Milwaukee, WI",0.5375
45047970500,"Greenwood, SC",0.5374
48469000301,"Victoria, TX",0.5373
1097001302,"Baltimore, Mobile, AL",0.5372
10003002100,"Wilmington, DE",0.5372
21111002400,"Russell, Louisville, KY",0.5372
13121007002,"Lakewood, Atlanta, GA",0.537
48439106202,"Fort Worth, TX",0.537
13045910502,"Carrollton, GA",0.5369
25013811600,"Holyoke, MA",0.5368
17031611900,"Back of the Yards, Chicago, IL",0.5368
19013001800,"Waterloo, IA",0.5368
18089012100,"Gary, IN",0.5368
39061001700,"Over-The-Rhine, Cincinnati, OH",0.5366
17143001300,"Peoria, IL",0.5366
48201331602,"Southeast Houston, Houston, TX",0.5366
22079012900,"Lower Third, Alexandria, LA",0.5365
26163500500,"Detroit, MI",0.5364
13121006300,"Pittsburgh, Atlanta, GA",0.5362
29095008100,"Eastern 49-63, Kansas City, MO",0.5362
24510190100,"Franklin Square, Baltimore, MD",0.5361
1085781100,"Hayneville, AL",0.5359
37067000500,"Winston-Salem, NC",0.5358
17031440101,"East Chatham, Chicago, IL",0.5358
42101020101,"North Philadelphia, Philadelphia, PA",0.5357
28063950200,"Fayette, MS",0.5357
28083950200,"Greenwood, MS",0.5356
12081000703,"Bradenton, FL",0.5356
1073002700,"Central City, Birmingham, AL",0.5355
22033000400,"Mid City North, Baton Rouge, LA",0.5354
17031250200,"Austin, Chicago, IL",0.5354
47113001100,"Jackson, TN",0.5354
32003003500,"Vegas Heights, Las Vegas, NV",0.5354
40109103500,"Central Oklahoma City, Oklahoma City, OK",0.5353
1101003000,"Montgomery, AL",0.535
26163527200,"Detroit, MI",0.535
26163545100,"Grandale, Detroit, MI",0.5349
17097862800,"North Chicago, IL",0.5347
39061000200,"West End, Cincinnati, OH",0.5346
47037016200,"Edgehill, Nashville, TN",0.5346
26163500400,"Detroit, MI",0.5345
17031252202,"Austin, Chicago, IL",0.5344
37129011400,"Wilmington, NC",0.5344
39035114700,"Kinsman, Cleveland, OH",0.5344
17031251300,"South Austin, Chicago, IL",0.5344
12011041500,"Central Fort Lauderdale, Fort Lauderdale, FL",0.5342
22045030800,"New Iberia, LA",0.5342
22071000901,"Lower Ninth Ward, New Orleans, LA",0.5341
47113001000,"Jackson, TN",0.534
22071001500,"St. Claude, New Orleans, LA",0.534
17115000900,"Decatur, IL",0.534
18097341200,"West Side, Indianapolis, IN",0.534
48113002701,"South Dallas/Fair Park, Dallas, TX",0.5339
17031470100,"South Side, Chicago, IL",0.5338
29095005801,"Boulevard Village, Kansas City, MO",0.5338
39003012700,"Lima, OH",0.5338
39035116100,"Glenville, Cleveland, OH",0.5338
55079186100,"Midtown, Milwaukee, WI",0.5337
22071007101,"Mid-City, New Orleans, LA",0.5336
26163531800,"Dexter-Linwood, Detroit, MI",0.5332
45007000700,"Anderson, SC",0.5332
55079001200,"Silver Spring, Milwaukee, WI",0.5332
26163512200,"Detroit, MI",0.5331
26163542700,"Detroit, MI",0.5331
22017022400,"Sunset Arcre, Garden Valley, Morningside, Shreveport, LA",0.5331
12105011204,"Lakeland, FL",0.5331
17031680600,"Englewood, Chicago, IL",0.533
55079002400,"Old North Milwaukee, Milwaukee, WI",0.533
30041940300,"Box Elder, MT",0.5328
47157022022,"Whitehaven, Memphis, TN",0.5328
45091060501,"Rock Hill, SC",0.5328
22067950800,"Bastrop, LA",0.5328
34021001102,"West End, Trenton, NJ",0.5327
17031290900,"Lawndale, Chicago, IL",0.5327
24510271001,"Baltimore, MD",0.5327
48439123100,"Historic Southside, Fort Worth, TX",0.5326
13121007808,"Adamsville, Atlanta, GA",0.5326
21111006500,"Shelby Park, Louisville, KY",0.5325
26161410600,"Ypsilanti, MI",0.5325
26163518800,"Detroit, MI",0.5324
24510120300,"Harwood, Baltimore, MD",0.5324
12103020101,"Bayview, Saint Petersburg, FL",0.5324
24510080301,"Berea, Baltimore, MD",0.5323
1097002600,"North Crichton, Mobile, AL",0.5322
13121008302,"Dixie Hills, Atlanta, GA",0.5321
48113005700,"Cedar Crest, Dallas, TX",0.5319
17031660301,"South Side, Chicago, IL",0.5319
13051001100,"Eastside, Savannah, GA",0.5319
39049005610,"South Columbus, Columbus, OH",0.5318
11001004701,"Northwest Washington, Washington, DC",0.5316
13299950700,"Waycross, GA",0.5316
18097354700,"Indianapolis, IN",0.5315
51710004600,"Grandy Village, Norfolk, VA",0.5315
37063002300,"Hillside Avenue/St. Teresa, Durham, NC",0.5315
26163513700,"Jefferson Chalmers, Detroit, MI",0.5314
51760020300,"East End, Richmond, VA",0.5314
39035113101,"Fairfax, Cleveland, OH",0.5314
48439104505,"Morningside, Fort Worth, TX",0.5313
12086010500,"Goulds, FL",0.5313
28027950300,"Clarksdale, MS",0.5313
17161023600,"Douglas Park Neighborhood, Rock Island, IL",0.5312
42101015600,"Norris Square, Philadelphia, PA",0.5312
47157007822,"Memphis, TN",0.5311
12103020800,"Childs Park, Saint Petersburg, FL",0.531
55101000300,"Racine, WI",0.531
29155470200,"Hayti, MO",0.5309
34011020503,"Bridgeton, NJ",0.5307
40109103800,"Central Oklahoma City, Oklahoma City, OK",0.5307
39049005100,"Franklinton, Columbus, OH",0.5306
47065001200,"Glenwood, Chattanooga, TN",0.5305
39035150300,"East Cleveland, OH",0.5305
22071003600,"Seventh Ward, New Orleans, LA",0.5303
39153506700,"Lane-Wooster, Akron, OH",0.5302
12031002902,"Mid-Westside, Jacksonville, FL",0.5301
45057010800,"Lancaster, SC",0.5301
17177000700,"Freeport, IL",0.5301
47037013601,"College Heights/Clifton, Nashville, TN",0.53
26163513900,"Detroit, MI",0.53
39061003600,"Walnut Hills, Cincinnati, OH",0.5299
45019004400,"Charleston, SC",0.5299
12086001502,"Miami, FL",0.5299
22071001100,"St. Claude, New Orleans, LA",0.5298
18097355000,"Englewood, Indianapolis, IN",0.5298
21037050100,"Newport, KY",0.5298
29095007900,"North Town Fork Creek, Kansas City, MO",0.5297
13215002800,"Columbus, GA",0.5295
13121001800,"Old Fourth Ward, Atlanta, GA",0.5295
48201231200,"East Houston, Houston, TX",0.5292
48303002400,"Ballenger, Lubbock, TX",0.529
13089023101,"Decatur, GA",0.5289
17031842100,"Humboldt Park, Chicago, IL",0.5289
13121008400,"Hunter Hills, Atlanta, GA",0.5288
22071010000,"Milan, New Orleans, LA",0.5288
24510151300,"Central Park Heights, Baltimore, MD",0.5287
29510110200,"O'Fallons Park, St. Louis, MO",0.5287
37015960300,"Lewiston Woodville, NC",0.5286
29095005200,"East Side, Kansas City, MO",0.5286
48303001200,"Dunbar-Manhattan Heights, Lubbock, TX",0.5284
28083950700,"Greenwood, MS",0.5282
22071000903,"Lower Ninth Ward, New Orleans, LA",0.5282
48215024108,"Mission, TX",0.5282
34021001900,"East Trenton, Trenton, NJ",0.5281
17031836900,"East Garfield Park, Chicago, IL",0.5281
5037950100,"Parkin, AR",0.5281
12031017400,"Eastside, Jacksonville, FL",0.5279
39095002200,"Olde Towne, Toledo, OH",0.5279
48303000301,"Arnett Benson, Lubbock, TX",0.5278
17031711300,"Auburn Gresham, Chicago, IL",0.5278
20209040300,"Northwest, Kansas City, KS",0.5277
37071033100,"Gastonia, NC",0.5276
26163510700,"Detroit, MI",0.5275
17163502700,"East Saint Louis, IL",0.5274
29189213800,"St. Louis, MO",0.5273
47157003700,"Medical District, Memphis, TN",0.5272
55079185700,"Harambee, Milwaukee, WI",0.5272
22017023300,"Cedar Grove, Lynbrook, Shreveport, LA",0.5272
47157007500,"South Memphis, Memphis, TN",0.5272
34021002100,"Greenwood & Hamilton, Trenton, NJ",0.5271
40109101400,"Central Oklahoma City, Oklahoma City, OK",0.527
12086003100,"Overtown, Miami, FL",0.5269
42043020600,"Midtown, Harrisburg, PA",0.5269
32003000301,"Las Vegas, NV",0.5268
24510250301,"Westport, Baltimore, MD",0.5268
18141001700,"South Bend, IN",0.5267
17031611800,"South Side, Chicago, IL",0.5266
12005001600,"Lincoln Park, Panama City, FL",0.5266
17031834900,"Englewood, Chicago, IL",0.5264
26163504400,"Detroit, MI",0.5264
39035116200,"Glenville, Cleveland, OH",0.5263
48375013000,"Amarillo, TX",0.5263
12057003000,"Tampa Heights, Tampa, FL",0.5262
34013001800,"Fairmount, Newark, NJ",0.5262
13095001500,"Albany, GA",0.5262
39035119202,"University Circle, Cleveland, OH",0.5262
1101001100,"Montgomery, AL",0.5261
47065000400,"Bushtown, Chattanooga, TN",0.5261
18035000300,"Industry, Muncie, IN",0.5261
17031670600,"Englewood, Chicago, IL",0.5261
42101017400,"North Philadelphia, Philadelphia, PA",0.5261
17031560200,"South Side, Chicago, IL",0.5261
28075000400,"Meridian, MS",0.526
29095015400,"Kansas City, MO",0.526
17031381400,"South Side, Chicago, IL",0.5259
12099001403,"Riviera Beach, FL",0.5256
34021002000,"Ewing and Carroll, Trenton, NJ",0.5256
1073001500,"Fountain Heights, Birmingham, AL",0.5255
1073000500,"Kingston, Birmingham, AL",0.5255
1025958002,"Jackson, AL",0.5255
13185010800,"Valdosta, GA",0.5254
26081003200,"South East End, Grand Rapids, MI",0.5254
48201530300,"Independence Heights, Houston, TX",0.5254
24510260403,"Cedonia, Baltimore, MD",0.5253
48201230900,"Northeast Houston, Houston, TX",0.5252
17031670900,"Englewood, Chicago, IL",0.5252
51760061000,"Manchester, Richmond, VA",0.525
12103020500,"Bartlett Park, Saint Petersburg, FL",0.525
39061003800,"Evanston, Cincinnati, OH",0.5248
22071010200,"Milan, New Orleans, LA",0.5248
28151001000,"Greenville, MS",0.5246
17031691100,"South Side, Chicago, IL",0.5246
5119002600,"North Little Rock, AR",0.5245
47011010400,"Cleveland, TN",0.5244
17031491300,"Roseland, Chicago, IL",0.5244
34007601900,"Morgan Village, Camden, NJ",0.5244
34013006200,"Springfield/Belmont, Newark, NJ",0.5244
22071002100,"St. Roch, New Orleans, LA",0.5242
17031826902,"Harvey, IL",0.5242
26163507300,"Highland Park, MI",0.5242
47157022220,"Walker Homes, Memphis, TN",0.5241
12083001700,"Ocala, FL",0.524
22055000800,"Lafayette, LA",0.524
26049002000,"Flint, MI",0.524
36029003302,"Kingsley, Buffalo, NY",0.5239
12101032402,"Dade City, FL",0.5239
13121004000,"Mozley Park, Atlanta, GA",0.5237
22055000900,"Lafayette, LA",0.5236
48167724000,"Galveston, TX",0.5236
48037010600,"Texarkana, TX",0.5235
17163502200,"Washington Park, IL",0.5234
29510106200,"Wells-Goodfellow, St. Louis, MO",0.5232
39035150100,"East Cleveland, OH",0.5232
1097001501,"Maryvale, Mobile, AL",0.5232
51760060200,"Manchester, Richmond, VA",0.5232
4021941300,"Bapchule, AZ",0.5231
39113003800,"Westwood, Dayton, OH",0.5231
18089010600,"Gary, IN",0.523
26163514100,"Detroit, MI",0.523
22071000602,"Algiers, New Orleans, LA",0.523
13121007200,"South River Gardens, Atlanta, GA",0.5229
17143000500,"Peoria, IL",0.5227
17031691200,"Greater Grand Crossing, Chicago, IL",0.5226
