"tract","Name","Fraction_Non-White_in_2010"
6065043505,"Hemet, CA",0.3408
48381020900,"Amarillo, TX",0.3392
40019892100,"Springer, OK",0.3337
37183052504,"Northwest Raleigh, Raleigh, NC",0.3278
37183053107,"Fuquay Varina, NC",0.3236
8059010403,"Fruitdale, Wheat Ridge, CO",0.3207
36007013900,"Johnson City, NY",0.3163
6083002906,"Goleta, CA",0.3142
34005702208,"Burlington County, NJ",0.313
12107951000,"East Palatka, FL",0.3123
48049951000,"Brownwood, TX",0.3108
17019010100,"Rantoul, IL",0.3077
39113002000,"Wright View, Dayton, OH",0.3075
49011125801,"Layton, UT",0.3055
35045000609,"Aztec, NM",0.3044
34035050300,"Somerville, NJ",0.3022
6073006300,"Midway District, San Diego, CA",0.3013
48439114005,"Saginaw, TX",0.3009
39049006353,"Northwest Columbus, Columbus, OH",0.2992
48439111402,"Southwest Arlington, Arlington, TX",0.2957
20103071102,"Lansing, KS",0.2952
19103000200,"Coralville, IA",0.2909
42077005902,"Allentown, PA",0.2877
24005492001,"Parkville, MD",0.2876
48439113408,"Hurst, TX",0.286
6059032013,"Mission Viejo, CA",0.2851
9009141000,"West New Haven, New Haven, CT",0.2843
22071004100,"Bayou St. John, New Orleans, LA",0.2828
49035104900,"Sugar House, Salt Lake City, UT",0.2825
41005022103,"Rock Creek, Clackamas, OR",0.282
4013422633,"Superstition Springs, Mesa, AZ",0.2811
54081000400,"Beckley, WV",0.2775
8014030600,"Broomfield, CO",0.2739
4013422216,"Dobson Woods, Mesa, AZ",0.2733
17033880500,"Palestine, IL",0.2698
24025301107,"Abingdon, MD",0.2697
6081613000,"Sharon Heights, Menlo Park, CA",0.269
40027202008,"Moore, OK",0.2685
6061021130,"Rocklin, CA",0.2662
34025803600,"Red Bank, NJ",0.2654
23005002102,"Riverton, Portland, ME",0.2619
34015501105,"Deptford Township, NJ",0.261
42101031502,"Mayfair, Philadelphia, PA",0.2608
6037920026,"Santa Clarita, CA",0.2554
24005420401,"Dundalk, MD",0.2527
47065011321,"Chattanooga, TN",0.252
48439111531,"Southwest Arlington, Arlington, TX",0.2511
6013338302,"Northgate 2, Walnut Creek, CA",0.2492
47065011900,"Chattanooga, TN",0.2491
26125183500,"Royal Oak, MI",0.2461
27163071206,"Cottage Grove, MN",0.2453
25025010600,"Prudential / St. Botolph, Boston, MA",0.2446
49035112917,"West Jordan, UT",0.2443
13073030201,"Martinez, GA",0.2429
48185180302,"Bedias, TX",0.2411
12031000700,"Southside, Jacksonville, FL",0.2409
8013060600,"Superior, CO",0.24
1001021000,"Billingsley, AL",0.237
12103027319,"Oldsmar, FL",0.2363
8031002701,"Capitol Hill, Denver, CO",0.233
39061025700,"Cincinnati, OH",0.2313
6111007507,"Simi Valley, CA",0.231
40109106609,"Central Oklahoma City, Oklahoma City, OK",0.2296
6037139502,"Encino, Los Angeles, CA",0.2268
24005451803,"Middle River, MD",0.2238
12073002417,"Tallahassee, FL",0.2234
26099261100,"Warren, MI",0.2205
27123041601,"Roseville, MN",0.2179
22017024202,"Keithville, LA",0.2161
53033031604,"Maple Valley, WA",0.2153
9009180300,"The Centre, East Haven, CT",0.2152
28153950300,"Waynesboro, MS",0.2135
48477170500,"Brenham, TX",0.2109
34041030600,"Phillipsburg, NJ",0.2061
8031005200,"East, Denver, CO",0.2045
36061005000,"Gramercy Park, New York, NY",0.2026
34003040002,"Oradell, NJ",0.2023
48139060210,"Waxahachie, TX",0.2016
17063000300,"Morris, IL",0.2004
39153532202,"Fairlawn, OH",0.2002
17037001400,"DeKalb, IL",0.1973
53011040609,"Camas, WA",0.195
17043843601,"Lombard, IL",0.1927
18053000400,"Marion, IN",0.1909
12031011901,"Northwest, Jacksonville, FL",0.1908
24021750100,"Downtown, Frederick, MD",0.1894
25025010701,"Back Bay West, Boston, MA",0.1893
8089968000,"Fowler, CO",0.1874
42029308102,"Oxford, PA",0.1873
20155001000,"Hutchinson, KS",0.1867
17031804809,"Schaumburg, IL",0.1861
16031950100,"Malta, ID",0.186
25017354800,"North Cambridge, Cambridge, MA",0.1855
48367140200,"Weatherford, TX",0.1849
17031805401,"Niles, IL",0.1841
4013420211,"Mesa, AZ",0.1833
36047045400,"Kings County, NY",0.1803
26037010104,"Lansing, MI",0.1785
4019004726,"Shadow Hills, Tucson, AZ",0.1734
20191962500,"Wellington, KS",0.1729
18003010819,"Fort Wayne, IN",0.1718
55025001606,"Madison, WI",0.1684
39043041400,"Sandusky, OH",0.1683
27127750300,"Redwood Falls, MN",0.168
34039038202,"Berkeley Heights, NJ",0.1677
42095017607,"Bethlehem, PA",0.1674
24005408400,"Cockeysville, MD",0.1669
51710003700,"Ghent, Norfolk, VA",0.1662
42003451102,"Carnot-Moon, Moon, PA",0.1658
6041124100,"Belvedere Tiburon, Tiburon, CA",0.1658
20169000400,"Salina, KS",0.1635
25013810414,"Ludlow, MA",0.1631
13139000304,"Gainesville, GA",0.1621
12015021003,"Port Charlotte, FL",0.16
26099262000,"Warren, MI",0.1596
12081001402,"Palmetto, FL",0.1545
1077011200,"Florence, AL",0.1541
36001013601,"Albany, NY",0.1541
6065940900,"Cathedral City, CA",0.154
37179020313,"Matthews, NC",0.1535
48315950300,"Jefferson, TX",0.1534
12057013208,"River Hills Masters, Valrico, FL",0.1533
29023950700,"Poplar Bluff, MO",0.1529
51095080206,"Williamsburg, VA",0.1509
47189030309,"Mount Juliet, TN",0.1504
36059414800,"North Bellmore, NY",0.15
29097010800,"Joplin, MO",0.1478
8067940400,"Durango, CO",0.147
42003191500,"Mount Washington, Pittsburgh, PA",0.1466
6013346201,"Danville, CA",0.1465
13023790100,"Cochran, GA",0.1464
36119013800,"Croton-on-Hudson, NY",0.1461
36055014102,"Rochester, NY",0.1459
12083001205,"Ocala, FL",0.1456
37021002607,"Asheville, NC",0.1446
47093004404,"Knoxville, TN",0.1446
25025020302,"Beacon Hill, Boston, MA",0.1439
4013420109,"Valley View, Mesa, AZ",0.1423
42091201501,"Montgomery County, PA",0.1421
6037265100,"Westwood, Los Angeles, CA",0.1402
36029001100,"Seneca, Buffalo, NY",0.1401
8097000500,"Aspen, CO",0.1393
24021752302,"Adamstown, MD",0.1391
26153000100,"Gulliver, MI",0.139
19113001200,"Northwest Area, Cedar Rapids, IA",0.1373
8041003701,"Monument, CO",0.1304
31109000100,"Havelock, Lincoln, NE",0.1302
39061024322,"Cincinnati, OH",0.1301
48245011102,"Nederland, TX",0.1301
36119007500,"Rye, NY",0.1297
41033360600,"Grants Pass, OR",0.1295
31055007469,"Omaha, NE",0.1295
6057001204,"Truckee, CA",0.1257
48085030302,"Prosper, TX",0.1248
42091209100,"Halfway House, Pottstown, PA",0.1242
37071030402,"Dallas, NC",0.1213
37167930900,"Oakboro, NC",0.1204
26093742401,"Howell, MI",0.1202
12053040201,"Brooksville, FL",0.119
42003450700,"Coraopolis, PA",0.1173
27083360400,"Marshall, MN",0.117
36119013104,"Chappaqua, NY",0.1169
25017338400,"Winchester, MA",0.1166
36119012303,"Armonk, NY",0.1164
36103158401,"Miller Place, NY",0.1162
48497150601,"Boyd, TX",0.1159
55035001300,"Eau Claire, WI",0.1142
6059063400,"Newport Beach, CA",0.1116
48381021704,"Amarillo, TX",0.1093
37071031004,"Gastonia, NC",0.1086
42045408101,"Broomall, PA",0.1086
13057090300,"Canton, GA",0.1084
42045408002,"Media, PA",0.1082
1031010700,"Enterprise, AL",0.1059
36067016300,"Syracuse, NY",0.1055
17167003201,"Chatham, IL",0.1047
17103000300,"Dixon, IL",0.1045
47167040304,"Munford, TN",0.1039
24021750200,"Downtown, Frederick, MD",0.1037
25001015100,"Mashpee, MA",0.1021
13311950201,"Cleveland, GA",0.1012
13057091007,"Woodstock, GA",0.0997
45003020801,"North Augusta, SC",0.0973
9003480800,"Enfield, CT",0.0933
21015070503,"Burlington, KY",0.0932
47003950700,"Wartrace, TN",0.0912
12009066400,"Golden Beach Estates, Indian Harbour Beach, FL",0.0911
36047041402,"Kings County, NY",0.0906
49011126202,"Farmington, UT",0.0904
48363000300,"Palo Pinto, TX",0.0884
39133600403,"Streetsboro, OH",0.0884
41057960700,"Cloverdale, OR",0.0881
37067004009,"Lewisville, NC",0.0855
54107000701,"Parkersburg, WV",0.0855
39035177303,"Parma, OH",0.0852
56025001401,"Casper, WY",0.0847
28101050100,"Little Rock, MS",0.0844
26067030300,"Belding, MI",0.0824
41017000200,"La Pine, OR",0.0803
42069112500,"Taylor, PA",0.0797
39041010420,"Delaware, OH",0.0793
26087337500,"Lapeer, MI",0.0771
36107020500,"Owego, NY",0.077
12041950100,"Bell, FL",0.076
37169070300,"Westfield, NC",0.0754
12099000102,"Tequesta, FL",0.0694
8013012201,"Central Boulder, Boulder, CO",0.0682
18127051101,"Hebron, IN",0.0674
29189220703,"Sappington, MO",0.0664
9013850200,"Coventry Lake, Coventry, CT",0.0659
22023970100,"Lake Charles, LA",0.0635
26121003300,"Holton, MI",0.0628
39081012000,"Dillonvale, OH",0.0627
36013035300,"Dunkirk, NY",0.0617
16061940002,"Craigmont, ID",0.0607
5091021000,"Fouke, AR",0.0594
45063021203,"Chapin, SC",0.0594
55095960300,"Milltown, WI",0.0586
26125190400,"Oakland charter Township, MI",0.0577
25003926100,"Sheffield, MA",0.0574
47093006401,"Knoxville, TN",0.0554
18011810400,"Lebanon, IN",0.055
36089491600,"Ogdensburg, NY",0.055
21053970202,"Albany, KY",0.0546
41001950600,"Halfway, OR",0.0546
39155933400,"Warren, OH",0.0544
24043010500,"Hagerstown, MD",0.054
33011016202,"Milford, NH",0.0538
29043020201,"Nixa, MO",0.0531
36083052502,"Nassau, NY",0.0527
37115010700,"Mars Hill, NC",0.0525
29031880500,"Jackson, MO",0.0524
36097950300,"Watkins Glen, NY",0.0465
42003475102,"Bethel Park, PA",0.0456
19139050200,"Moscow, IA",0.0455
50019951700,"Albany, VT",0.0454
12015030503,"Pinehurst, Rotonda West, FL",0.0452
55133201703,"Guernsey Meadows, Muskego, WI",0.0448
20183475900,"Smith Center, KS",0.0444
27041450600,"Alexandria, MN",0.0436
18105001200,"Bloomington, IN",0.0431
39025041000,"Batavia, OH",0.0426
39017014900,"Hamilton, OH",0.0417
19007950400,"Centerville, IA",0.041
39157021700,"Newcomerstown, OH",0.0407
26063950600,"Elkton, MI",0.0406
26055550102,"Williamsburg, MI",0.0403
37019020309,"Oak Island, NC",0.0391
23007971200,"Farmington, Farmington, ME",0.0383
36007012300,"Harpursville, NY",0.0382
12115002303,"Venice, FL",0.0382
20117070182,"Waterville, KS",0.0381
51171040400,"Fort Valley, VA",0.0379
54003971202,"Hedgesville, WV",0.0378
42011012900,"Oley, PA",0.0377
36067013100,"Syracuse, NY",0.0366
36075021300,"Hannibal, NY",0.0365
31153010631,"Gretna, NE",0.0344
55129950600,"Shell Lake, WI",0.0337
19193003100,"Correctionville, IA",0.0335
23017965900,"Bethel, ME",0.0331
47179061602,"Jonesborough, TN",0.0328
39169002300,"Burbank, OH",0.0324
31041972000,"Ansley, NE",0.0319
36115093000,"Cambridge, NY",0.0317
26119910300,"Hillman, MI",0.0304
27043460100,"Minnesota Lake, MN",0.0302
23021960500,"Parkman, ME",0.0298
19061010500,"Dyersville, IA",0.0287
19067480200,"Nora Springs, IA",0.0283
42037050500,"Berwick, PA",0.0279
42121200600,"Franklin, PA",0.0276
12057014008,"Sun City Center, FL",0.0264
42039110502,"Conneaut Lake, PA",0.0264
12015030401,"Englewood, FL",0.0251
24023000100,"Friendsville, MD",0.0247
39155931500,"Hubbard, OH",0.0246
42107001000,"Ashland, PA",0.0245
19033951000,"Rockwell, IA",0.0244
39061020403,"Cleves, OH",0.0241
19075960400,"Conrad, IA",0.0238
39037540100,"Bradford, OH",0.0232
19051080200,"Bloomfield, IA",0.0229
39005971100,"Loudonville, OH",0.0223
42051262600,"Dunbar, PA",0.0207
17025972000,"Louisville, IL",0.0207
17045070200,"Brocton, IL",0.0191
31163970100,"Loup City, NE",0.0181
31089974200,"Atkinson, NE",0.012
54023969500,"Maysville, WV",0.0095
18087970401,"Topeka, IN",0.0071
42079980100,"West Hazleton, PA",0
13063070109,,
72151950900,"Yabucoa, PR",0.9956
51740212100,"Portsmouth, VA",0.9729
6037603005,"Gardena, CA",0.9521
15003009704,"Waianae, HI",0.9093
4001945100,"Sanders, AZ",0.8978
34039032800,"Union County, NJ",0.8929
45045000700,"West Greenville, Greenville, SC",0.8485
26163570500,"Inkster, MI",0.8199
17031811701,"Melrose Park, IL",0.7359
6111000800,"Santa Paula, CA",0.6763
24033806200,"Hyattsville, MD",0.6448
24005404201,"Owings Mills, MD",0.6008
9003415700,"New Britain, CT",0.5003
34023001415,"Edison, NJ",0.4515
55079021400,"Milwaukee, WI",0.4489
12031014328,"Arlington, Jacksonville, FL",0.3843
41051003603,"Northeast Portland, Portland, OR",0.3826
12081000304,"Bradenton, FL",0.3719
36059517301,"Glen Cove, NY",0.3652
6065045212,"Indio, CA",0.3262
25021414100,"Sharon, Sharon, MA",0.2584
37133000103,"Maysville, NC",0.2406
53037975401,"Ellensburg, WA",0.2026
51121020700,"Grissom - Highland, Blacksburg, VA",0.1936
41067030402,"Portland, OR",0.1915
2090001500,"North Pole, AK",0.184
12105011603,"Lakeland, FL",0.1825
36007001700,"Binghamton, NY",0.1708
34035052700,"Bernardsville, NJ",0.1693
25017316202,"Pinehurst, Billerica, MA",0.1499
41051006300,"Collins View, Portland, OR",0.1421
41011001100,"Myrtle Point, OR",0.118
42029300201,"Berwyn, PA",0.1164
22017022800,"Broadmoor, Anderson Island, Shreve Isle, Shreveport, LA",0.0721
36029011000,"Buffalo, NY",0.0626
17177020100,,
37129980100,"Wilmington, NC",1
72085190101,"Las Piedras, PR",0.9976
72153750602,"Yauco, PR",0.9975
72021031121,"Bayamón, PR",0.9971
72149720100,"Villalba, PR",0.9969
72109290100,"Patillas, PR",0.9966
34013001900,"Lower Vailsburg, Newark, NJ",0.9964
72021031301,"Bayamón, PR",0.9962
6037530901,"Los Angeles, CA",0.9961
6037228420,"South Los Angeles, Los Angeles, CA",0.9959
72099420100,"Moca, PR",0.9959
24033803509,"Dodge Park, Hyattsville, MD",0.9958
72047530400,"Corozal, PR",0.9958
72029100103,"Canóvanas, PR",0.9957
72021031021,"Bayamón, PR",0.9956
17031560200,"South Side, Chicago, IL",0.9954
72005401200,"Aguadilla Pueblo, PR",0.9952
72051540700,"Toa Alta, PR",0.995
72085190301,"Las Piedras, PR",0.9947
6037542104,"East Compton, CA",0.9946
72021031502,"Bayamón, PR",0.9944
72021030103,"Bayamón, PR",0.9944
26163531400,"Dexter-Linwood, Detroit, MI",0.9943
1073002900,"Smithfield, Birmingham, AL",0.9942
26163536800,"Detroit, MI",0.9939
72101955202,"Morovis, PR",0.9936
34013004600,"Weequahic, Newark, NJ",0.9934
17031842400,"South Side, Chicago, IL",0.9933
26163539100,"Eight Mile Wyoming, Detroit, MI",0.9928
6037542800,"Compton, CA",0.9926
36047115200,"Kings County, NY",0.9926
36081050600,"Queens County, NY",0.9923
1087232100,"Tuskegee, AL",0.9922
26163533400,"Petosky-Otsego, Detroit, MI",0.9922
47157022321,"Valley Forge, Memphis, TN",0.9921
36081052000,"Queens County, NY",0.9921
24510080301,"Berea, Baltimore, MD",0.9918
72127002500,"San Juan, PR",0.9911
6037532603,"Huntington Park, CA",0.991
39035120801,"Mount Pleasant, Cleveland, OH",0.9908
72113070502,"Ponce, PR",0.9907
72127003200,"San Juan, PR",0.9904
17031730600,"South Side, Chicago, IL",0.9903
6037238310,"South Figueroa Corridor, Los Angeles, CA",0.9903
36081027000,"Queens County, NY",0.9897
24510160200,"Sandtown-Winchester, Baltimore, MD",0.9897
6037600202,"South Los Angeles, Los Angeles, CA",0.9897
17031431301,"South Shore, Chicago, IL",0.9893
18089010900,"Gary, IN",0.9887
39035119300,"Woodland Hills, Cleveland, OH",0.9885
36081053401,"Queens County, NY",0.9885
6037231500,"Leimert Park, Los Angeles, CA",0.9882
36047111800,"Kings County, NY",0.9879
48113008604,"Cedar Crest, Dallas, TX",0.9873
34013001300,"Fairmount, Newark, NJ",0.9866
36005038100,"Bronx County, NY",0.9864
17031260100,"East Garfield Park, Chicago, IL",0.9864
17031835900,"Bronzeville, Chicago, IL",0.9859
6037531201,"Los Angeles, CA",0.9856
29510110200,"O'Fallons Park, St. Louis, MO",0.9853
11001007503,"Historic Anacostia, Washington, DC",0.9847
36061029900,"Inwood, New York, NY",0.9841
48215024403,"Elsa, TX",0.9836
6037117407,"North Hills, Los Angeles, CA",0.9835
26163512300,"Detroit, MI",0.9833
36081040700,"Queens County, NY",0.9824
4027011504,"Somerton, AZ",0.9824
72127006500,"San Juan, PR",0.9819
1101002400,"Montgomery, AL",0.9811
47037013800,"North Nashville, Nashville, TN",0.9797
72137121400,"5ta Sección, Toa Baja, PR",0.9797
24033802407,"District Heights, MD",0.9794
6037601002,"Inglewood, CA",0.9793
48215024402,"Weslaco, TX",0.9792
22071002900,"Seventh Ward, New Orleans, LA",0.9792
6037530700,"Los Angeles, CA",0.9788
6025012100,"Calexico, CA",0.9785
22071001741,"Village De L'Est, New Orleans, LA",0.9782
6037119340,"Panorama City, Los Angeles, CA",0.9779
36047072600,"Kings County, NY",0.9761
6037533403,"Maywood, CA",0.9751
17097862700,"Waukegan, IL",0.9743
36047028100,"Kings County, NY",0.9738
48507950302,"Crystal City, TX",0.9732
55079009800,"Walnut Hill, Milwaukee, WI",0.9714
17031610400,"Back of the Yards, Chicago, IL",0.9711
22071014000,"Central City, New Orleans, LA",0.97
48141010404,"Clint, TX",0.9691
6013365002,"Richmond, CA",0.9689
36081049600,"Queens County, NY",0.968
34013011900,"Irvington, NJ",0.9677
6039000900,"Madera, CA",0.9651
48201231800,"East Little York/ Homestead, Houston, TX",0.9649
6013375000,"Belding Woods, Richmond, CA",0.9635
48249950600,"Alice, TX",0.9635
26163538300,"Detroit, MI",0.9625
51650011400,"Phoebus, Hampton, VA",0.9619
36081044601,"Queens County, NY",0.9617
28049002300,"Jackson, MS",0.9611
1101002900,"Montgomery, AL",0.9589
48029130200,"East Side, San Antonio, TX",0.9578
24510271700,"Central Park Heights, Baltimore, MD",0.9545
6037502402,"El Rancho, Pico Rivera, CA",0.9542
47065012200,"Avondale, Chattanooga, TN",0.9539
6037602103,"Hawthorne, CA",0.9519
12099002400,"Progressive Northwest, West Palm Beach, FL",0.9504
26049003200,"Flint, MI",0.9495
25025092000,"Dorchester, Boston, MA",0.9478
48029150700,"Southside, San Antonio, TX",0.9473
48201212300,"Near Northside, Houston, TX",0.9465
6037602507,"Hawthorne, CA",0.9463
36059407102,"Hempstead, NY",0.9459
18089012500,"Gary, IN",0.9439
17031200401,"Hermosa, Chicago, IL",0.9439
48479001719,"Hillside Terrace, Laredo, TX",0.9438
13089021913,"Stone Mountain, GA",0.9437
26163516300,"Islandview, Detroit, MI",0.9427
51620090200,"Franklin, VA",0.9425
12086014200,"Miami, FL",0.9412
6037532304,"South Montebello, Commerce, CA",0.9406
48479001714,"Lakeside, Laredo, TX",0.9405
42003101600,"Garfield, Pittsburgh, PA",0.9405
36081008700,"Queens County, NY",0.9391
6001440200,"Union City, CA",0.9386
17031191000,"Belmont Cragin, Chicago, IL",0.9383
13089023602,"Decatur, GA",0.9373
34011041100,"Vineland, NJ",0.9369
48131950100,"San Diego, TX",0.9368
6037407301,"La Puente, CA",0.9354
4013112507,"Maryvale Village, Phoenix, AZ",0.9346
55079001200,"Silver Spring, Milwaukee, WI",0.934
17031827200,"Phoenix, IL",0.9338
12031001300,"Brentwood, Jacksonville, FL",0.9333
47157021710,"Memphis, TN",0.9332
55079006000,"Uptown, Milwaukee, WI",0.933
48201240701,"North View, Houston, TX",0.9326
1073013601,"Brighton, AL",0.9319
48479001721,"Del Mar Hills Area A, Laredo, TX",0.9311
48201530800,"Acres Homes, Houston, TX",0.9296
28075000200,"Meridian, MS",0.9293
17097862300,"Waukegan, IL",0.9285
25025091400,"Dorchester, Boston, MA",0.9285
12086015300,"Miami, FL",0.928
15003009703,"Waianae, HI",0.9279
6037122120,"Sun Valley, Los Angeles, CA",0.927
48215024114,"Mission, TX",0.9266
12095016904,"Orlando, FL",0.9255
6037211201,"Central LA, Los Angeles, CA",0.9251
6085503510,"Alum Rock, San Jose, CA",0.9241
36047096600,"Kings County, NY",0.9233
6071005500,"San Bernardino, CA",0.9224
36047102200,"Kings County, NY",0.9219
12057003100,"Ybor Heights, Tampa, FL",0.9218
6037403408,"Walnut, CA",0.9217
48245000600,"Beaumont, TX",0.9209
12086015200,"Miami, FL",0.9198
26049003100,"Flint, MI",0.9189
25025081500,"Roxbury, Boston, MA",0.9171
36081009400,"Queens County, NY",0.9167
4013114200,"Central City, Phoenix, AZ",0.9162
36087012402,"Spring Valley, NY",0.9161
6001440306,"Union City, CA",0.9159
13135050418,"Gwinnett Village, Norcross, GA",0.915
48309001500,"East Riverside, Waco, TX",0.9147
22095070800,"Reserve, LA",0.9145
36103146001,"Brentwood, NY",0.9144
6037480802,"Alhambra, CA",0.9143
34027043500,"Morristown, NJ",0.9142
15009031102,"Kahului, HI",0.9139
6037183220,"Northeast Los Angeles, Los Angeles, CA",0.9135
36081120500,"Queens County, NY",0.913
6081610203,"Staumbaugh Heller, Redwood City, CA",0.9095
6019006602,"Reedley, CA",0.9089
6037404302,"Azusa, CA",0.9087
36047096800,"Kings County, NY",0.9082
6067004300,"Meadowview, Sacramento, CA",0.9036
6037408628,"Hacienda Heights, CA",0.903
15003008402,"Ewa, Ewa Beach, HI",0.9025
48469000301,"Victoria, TX",0.8986
55079003600,"Capitol Heights, Milwaukee, WI",0.8975
13063040417,"Jonesboro, GA",0.8975
48113006900,"Oak Cliff, Dallas, TX",0.8973
6037432300,"El Monte City, El Monte, CA",0.8972
12086006503,"Coral Way, Miami, FL",0.896
6037573100,"South Wrigley, Long Beach, CA",0.8952
13063040513,"Riverdale, GA",0.8939
6037403403,"Valle Lindo, Walnut, CA",0.8936
6059110606,"Buena Park, CA",0.8935
36061016400,"East Harlem, New York, NY",0.8923
13089023204,"Stone Mountain, GA",0.8915
26125142200,"Pontiac, MI",0.8898
6037128210,"Van Nuys, Los Angeles, CA",0.8895
48061013104,"Brownsville, TX",0.8872
24031702101,"Montgomery Knolls, Silver Spring, MD",0.8872
6001441523,"Ardenwood, Fremont, CA",0.8867
6071004404,"Terrace, San Bernardino, CA",0.8865
6111000200,"Fillmore, CA",0.8848
6059074408,"Tustin, CA",0.8844
36047007200,"Kings County, NY",0.8839
17031842900,"University Village / Little Italy, Chicago, IL",0.8838
17031220902,"Logan Square, Chicago, IL",0.8822
6037408631,"La Puente, CA",0.8819
32003004200,"North Las Vegas, NV",0.8819
28035000500,"Hattiesburg, MS",0.8804
36081047300,"Queens County, NY",0.8787
6031001300,"Corcoran, CA",0.8782
48113003400,"Cedar Crest, Dallas, TX",0.8778
28011950100,"Shelby, MS",0.872
13089021303,"Atlanta, GA",0.8702
48061012402,"Los Fresnos, TX",0.8699
6037121900,"North Hollywood, Los Angeles, CA",0.8698
6073014102,"Jamacha-Lomita, San Diego, CA",0.8697
28047000300,"Biloxi, MS",0.869
51087201101,"Richmond, VA",0.8684
37119005824,"Charlotte, NC",0.8683
24031703213,"Aspen Hill, MD",0.8675
48201232900,"Woodforest, Houston, TX",0.8674
37025042101,"Concord, NC",0.8673
36103123301,"Amityville, NY",0.8672
6075026004,"Excelsior, San Francisco, CA",0.8665
48029161501,"South San Antonio, San Antonio, TX",0.8649
6001409800,"Oak Knoll Golf Links, Oakland, CA",0.8639
6037402303,"Westmont, Pomona, CA",0.8639
6111004704,"Oxnard, CA",0.8632
55079001900,"McGovern Park, Milwaukee, WI",0.8627
12086019600,"Miami, FL",0.8618
55079001800,"Silver Spring, Milwaukee, WI",0.8611
36059404902,"Elmont, NY",0.8604
51760021200,"East End, Richmond, VA",0.8603
26049001300,"Flint, MI",0.8596
48201232301,"Houston, TX",0.8595
6037209300,"Central LA, Los Angeles, CA",0.8586
1097002700,"South Crichton, Mobile, AL",0.8581
6071001307,"Ontario, CA",0.858
22055000700,"Lafayette, LA",0.8565
26145011000,"Buena Vista, Saginaw, MI",0.8555
36061019800,"East Harlem, New York, NY",0.8548
15003008410,"Ewa, Ewa Beach, HI",0.8538
11001009302,"Brookland, Washington, DC",0.8503
26125141500,"Pontiac, MI",0.8487
6085503322,"Alum Rock, San Jose, CA",0.8483
21111006200,"Smoketown, Louisville, KY",0.8477
36087010703,"Congers, NY",0.8441
37183054008,"Northeast Raleigh, Raleigh, NC",0.8434
13185010900,"Valdosta, GA",0.843
48163950300,"Dilley, TX",0.8427
6037293201,"Harbor, Torrance, CA",0.8405
39113000802,"Santa Clara, Dayton, OH",0.8393
6019002904,"Roosevelt, Fresno, CA",0.8385
4013109603,"Maryvale Village, Phoenix, AZ",0.8339
36059407204,"Hempstead, NY",0.8335
6059088402,"Garden Grove, CA",0.8331
12011030301,"Pompano Beach, FL",0.8311
4013082010,"Arizona Homes, Phoenix, AZ",0.8311
48029171902,"Far West Side, San Antonio, TX",0.8299
28049003700,"Jackson, MS",0.8298
1101000100,"Montgomery, AL",0.8279
22055001100,"Lafayette, LA",0.8279
6037572202,"Wrigley, Long Beach, CA",0.8274
17031825503,"Hazel Crest, IL",0.8266
17197881900,"River Bluffs, Joliet, IL",0.8262
1011952200,"Union Springs, AL",0.825
6073013312,"Chula Vista, CA",0.8237
36081056000,"Queens County, NY",0.8227
39061021602,"Mount Healthy, OH",0.8205
48113016623,"Glenn Heights, TX",0.8196
6087110200,"Watsonville, CA",0.8189
34017003000,"McGinley Square, Jersey City, NJ",0.8186
15003000200,"Kuliouou - Kalani Iki, Honolulu, HI",0.8131
36061020102,"Harlem, New York, NY",0.8124
6037480302,"Alhambra, CA",0.812
6001441923,"Centerville, Fremont, CA",0.8114
8031000905,"Villa Park, Denver, CO",0.8111
29095015300,"Westside South, Kansas City, MO",0.8104
6037550901,"Downey, CA",0.8097
47037010105,"Marrowbone, Nashville, TN",0.8088
45049920500,"Estill, SC",0.8066
36055006200,"19th Ward, Rochester, NY",0.8064
6083000801,"Milpas, Santa Barbara, CA",0.8056
6059074004,"Sandpointe, Santa Ana, CA",0.8055
17031220702,"Logan Square, Chicago, IL",0.8044
48029171919,"Far West Side, San Antonio, TX",0.8035
12086003913,"North Beach, Miami Beach, FL",0.8022
36047076400,"Kings County, NY",0.8018
1101001500,"Montgomery, AL",0.8
17089854302,"Aurora, IL",0.798
26125160900,"Southfield, MI",0.7936
6059099402,"Oak View, Huntington Beach, CA",0.7932
48201532700,"Inwood Club Estates, Houston, TX",0.7909
48029110900,"Midtown, San Antonio, TX",0.7905
48439122801,"Arlington, TX",0.7905
4019001000,"Barrio Santa Rosa, Tucson, AZ",0.79
32003000108,"Golf Ridge Terrace, Las Vegas, NV",0.7897
24510060400,"Baltimore, MD",0.7895
6077002702,"Stockton, CA",0.7886
4027000404,"Yuma, AZ",0.7881
26163511300,"Detroit, MI",0.7873
5119000200,"Little Rock, AR",0.7847
6073013302,"Chula Vista, CA",0.7843
4013116703,"South Mountain Village, Phoenix, AZ",0.7826
24033806300,"Hyattsville, MD",0.7823
4013112508,"Estrella Village, Phoenix, AZ",0.7807
27123031702,"Greater East Side, Saint Paul, MN",0.7798
6037124300,"North Hollywood, Los Angeles, CA",0.7798
6073010402,"Imperial Beach, CA",0.7791
37159050800,"Salisbury, NC",0.7752
6001433700,"San Lorenzo, CA",0.7744
48029181716,"Far West Side, San Antonio, TX",0.7739
12086019200,"Miami, FL",0.771
22019001600,"Lake Charles, LA",0.7697
36119006200,"New Rochelle, NY",0.7669
39035133104,"Bedford Heights, OH",0.7668
51153900600,"Woodbridge, VA",0.7666
