"tract","Name","%_Staying_in_Same_Commuting_Zone_as_Adults_rP_gP_pall"
53033011101,"Rainier Valley, Seattle, WA",0.883
6037294620,"Wilmington, Los Angeles, CA",0.883
17031580800,"Brighton Park, Chicago, IL",0.8829
27123036700,"West Seventh, Saint Paul, MN",0.8829
21111004302,"Hazelwood, Louisville, KY",0.8829
48201331900,"South Park, Houston, TX",0.8828
4013115300,"South Mountain Village, Phoenix, AZ",0.8828
24510260604,"O'Donnell Heights, Baltimore, MD",0.8827
48439100800,"North Side, Fort Worth, TX",0.8827
48329001400,"Belmont, Midland, TX",0.8826
47157004500,"Midtown, Memphis, TN",0.8826
47157011200,"North Memphis, Memphis, TN",0.8826
6037531000,"Los Angeles, CA",0.8825
32003003500,"Vegas Heights, Las Vegas, NV",0.8825
18097352100,"Martindale-Brightwood, Indianapolis, IN",0.8824
6037221120,"Central LA, Los Angeles, CA",0.8824
6037502601,"El Rancho, Pico Rivera, CA",0.8824
18087970401,"Topeka, IN",0.8824
48113005700,"Cedar Crest, Dallas, TX",0.8823
48113005600,"Cedar Crest, Dallas, TX",0.8823
48201232600,"Northeast Houston, Houston, TX",0.8823
17031830500,"Little Village, Chicago, IL",0.8823
48201221100,"Eastex/ Jensen, Houston, TX",0.8823
18097350800,"Indianapolis, IN",0.8822
6037197300,"Echo Park, Los Angeles, CA",0.8822
11001010600,"Near Northeast, Washington, DC",0.8822
11001002502,"Northwest Washington, Washington, DC",0.8821
4019940600,"Sells, AZ",0.882
42101038200,"Harrowgate, Philadelphia, PA",0.882
35043940700,"Algodones, NM",0.8819
36019101600,"Plattsburgh, NY",0.8819
6037531701,"South Montebello, East Los Angeles, CA",0.8819
4013116000,"South Mountain Village, Phoenix, AZ",0.8818
48453000902,"East Austin, Austin, TX",0.8817
42003260900,"Northview Heights, Pittsburgh, PA",0.8816
48201332800,"Golfcrest, Houston, TX",0.8816
21177960100,"Central City, KY",0.8816
17031811200,"River Grove, IL",0.8816
42101010700,"Belmont, Philadelphia, PA",0.8814
42101014800,"Cecil B. Moore, Philadelphia, PA",0.8814
17031580200,"Brighton Park, Chicago, IL",0.8814
39061027200,"South Fairmont, Cincinnati, OH",0.8813
17031720400,"South Side, Chicago, IL",0.8813
48029150502,"Harlandale, San Antonio, TX",0.8811
34007600400,"Bergen Square, Camden, NJ",0.8811
6037405203,"Baldwin Park, CA",0.8811
26099256000,"Roseville, MI",0.881
51760020300,"East End, Richmond, VA",0.881
42003514000,"Rankin, PA",0.881
48453002312,"Montopolis, Austin, TX",0.8809
36081115100,"Queens County, NY",0.8809
48201510200,"Montrose, Houston, TX",0.8809
48201220500,"North Houston, Houston, TX",0.8809
12086015200,"Miami, FL",0.8808
48453002110,"East MLK, Austin, TX",0.8807
48201530400,"Independence Heights, Houston, TX",0.8807
6037183104,"Northeast Los Angeles, Los Angeles, CA",0.8807
6037205110,"Boyle Heights, Los Angeles, CA",0.8806
6037185202,"Mount Washington, Los Angeles, CA",0.8805
6037534700,"Huntington Park, CA",0.8805
6059074300,"Delhi, Santa Ana, CA",0.8805
42101013200,"North Philadelphia, Philadelphia, PA",0.8805
6037530802,"Los Angeles, CA",0.8805
6037533401,"Maywood, CA",0.8804
48201231400,"Northeast Houston, Houston, TX",0.8804
39061000200,"West End, Cincinnati, OH",0.8804
17031301803,"Little Village, Chicago, IL",0.8803
42003290400,"Carrick, Pittsburgh, PA",0.8803
6037191204,"Central LA, Los Angeles, CA",0.8802
48201221900,"Oakwilde, Houston, TX",0.8802
17031310900,"Heart of Chicago, Chicago, IL",0.8802
42101038100,"Northeast Philadelphia, Philadelphia, PA",0.8801
21111012502,"Pleasure Ridge Park, Louisville, KY",0.8801
26163516200,"Detroit, MI",0.8801
17031620200,"South Side, Chicago, IL",0.8801
42101010300,"Haddington, Philadelphia, PA",0.88
6037554801,"Artesia, CA",0.88
24510260301,"Belair - Edison, Baltimore, MD",0.88
6037239330,"South Los Angeles, Los Angeles, CA",0.8799
13089023603,"Decatur, GA",0.8799
4019003704,"Sunnyside, Tucson, AZ",0.8799
6037502700,"Santa Fe Springs, CA",0.8799
6037534803,"Huntington Park, CA",0.8798
42101019900,"North Philadelphia, Philadelphia, PA",0.8798
42003462100,"McKees Rocks, PA",0.8798
8031000902,"Barnum West, Denver, CO",0.8798
6037432602,"El Monte City, El Monte, CA",0.8798
42101004001,"Lower Moyamensing, Philadelphia, PA",0.8798
24510080600,"Broadway East, Baltimore, MD",0.8798
48201332400,"Southeast Houston, Houston, TX",0.8797
42101004102,"South Philadelphia, Philadelphia, PA",0.8797
6037532302,"South Montebello, Los Angeles, CA",0.8797
48201233703,"Northeast Houston, Houston, TX",0.8797
25025050400,"Jeffries Point, Boston, MA",0.8797
11001007901,"Northeast Washington, Washington, DC",0.8796
4013115801,"South Mountain Village, Phoenix, AZ",0.8796
6037189201,"Central LA, Los Angeles, CA",0.8796
48201421403,"Southwest Houston, Houston, TX",0.8796
48029180504,"Inner West Side, San Antonio, TX",0.8796
13121006200,"Oakland City, Atlanta, GA",0.8796
42003050900,"Bedford Dwellings, Pittsburgh, PA",0.8795
6071012500,"Colton, CA",0.8795
6037204920,"Boyle Heights, Los Angeles, CA",0.8795
6037272201,"Mar Vista, Los Angeles, CA",0.8795
39061003200,"Corryville, Cincinnati, OH",0.8794
48113019900,"Oak Cliff, Dallas, TX",0.8794
6037408139,"La Puente, CA",0.8794
6037482401,"Garvey, Rosemead, CA",0.8794
4013112601,"Maryvale Village, Phoenix, AZ",0.8794
17031300900,"Marshall Square, Chicago, IL",0.8792
42101020400,"North Philadelphia, Philadelphia, PA",0.8792
36033940000,"Franklin County, NY",0.8791
6037530601,"Los Angeles, CA",0.879
17031815100,"Berwyn, IL",0.879
42101034900,"Holmesburg, Philadelphia, PA",0.879
42003561700,"Pittsburgh, PA",0.879
6037531504,"East Los Angeles, CA",0.8789
6037221210,"Central LA, Los Angeles, CA",0.8789
6037531301,"Los Angeles, CA",0.8789
37119004600,"Washington Heights, Charlotte, NC",0.8789
48201313700,"South Side, Houston, TX",0.8789
48029190604,"Central Los Angeles Heights, San Antonio, TX",0.8788
48201510100,"Washington Ave./ Memorial Park, Houston, TX",0.8788
34007611100,"Bellmawr, NJ",0.8788
48201332000,"Southeast Houston, Houston, TX",0.8787
4013114800,"Central City, Phoenix, AZ",0.8787
4021001711,"Maricopa, AZ",0.8787
18097360302,"Indianapolis, IN",0.8786
6037302202,"Mariposa, Glendale, CA",0.8786
11001007806,"Northeast Washington, Washington, DC",0.8786
39049007511,"Argyle Park, Columbus, OH",0.8786
13121008400,"Hunter Hills, Atlanta, GA",0.8785
4019003901,"Sunnyside, Tucson, AZ",0.8785
24510150900,"Windsor Hills, Baltimore, MD",0.8784
6037301702,"Vineyard, Glendale, CA",0.8784
6037530500,"East Los Angeles, CA",0.8784
39035116100,"Glenville, Cleveland, OH",0.8784
42101016902,"North Philadelphia, Philadelphia, PA",0.8783
24510250207,"Cherry Hill, Baltimore, MD",0.8783
48201324200,"Harrisburg/ Manchester, Houston, TX",0.8783
17031620400,"South Side, Chicago, IL",0.8782
42101016702,"Glenwood, Philadelphia, PA",0.8781
48201210400,"Northside, Houston, TX",0.8781
39035111600,"St. Clair - Superior, Cleveland, OH",0.8781
13121007806,"Fairburn Road/ Wisteria Lane, Atlanta, GA",0.8781
4013112402,"Maryvale Village, Phoenix, AZ",0.8781
48201223001,"Fairgreen, Houston, TX",0.8781
8031004504,"West, Denver, CO",0.8781
20209042700,"Argentine, Kansas City, KS",0.878
6037407400,"Walnut Valley, West Covina, CA",0.878
6037221303,"Central LA, Los Angeles, CA",0.878
6037532303,"South Montebello, Commerce, CA",0.8779
11001006802,"Barney Circle, Washington, DC",0.8779
42003101600,"Garfield, Pittsburgh, PA",0.8779
17031190100,"Belmont Cragin, Chicago, IL",0.8778
39061003600,"Walnut Hills, Cincinnati, OH",0.8776
42101001300,"Graduate Hospital, Philadelphia, PA",0.8776
17031170400,"Dunning, Chicago, IL",0.8775
17031810701,"Elmwood Park, IL",0.8775
24510280404,"Irvington, Baltimore, MD",0.8775
39035112100,"Hough, Cleveland, OH",0.8774
6077002402,"Seaport, Stockton, CA",0.8774
17031301600,"Little Village, Chicago, IL",0.8774
6065031300,"Casa Blanca, Riverside, CA",0.8774
6059074502,"Madison Park, Santa Ana, CA",0.8773
11001009811,"Southeast Washington, Washington, DC",0.8773
48201221200,"Northside, Houston, TX",0.8773
48029151700,"Harlandale, San Antonio, TX",0.8773
21117061300,"Covington, KY",0.8773
48113006301,"Oak Cliff, Dallas, TX",0.8772
21111012411,"Pleasure Ridge Park, Louisville, KY",0.8772
21111011302,"Newburg, Louisville, KY",0.8772
42051260300,"Scottdale, PA",0.8771
6037500700,"El Rancho, Pico Rivera, CA",0.8771
21111002400,"Russell, Louisville, KY",0.8771
48201320601,"Meadowbrook/ Allendale, Houston, TX",0.8771
21111001100,"Chickasaw, Louisville, KY",0.8771
6037197420,"Echo Park, Los Angeles, CA",0.877
21037051200,"Dayton, KY",0.877
11001007407,"Barry Farm, Washington, DC",0.877
6059075201,"Artesia Pilar, Santa Ana, CA",0.877
17031243400,"West Town, Chicago, IL",0.877
17031180100,"Montclare, Chicago, IL",0.877
36047041402,"Kings County, NY",0.877
6037480802,"Alhambra, CA",0.877
42101019700,"Hunting Park, Philadelphia, PA",0.8769
6059089102,"Garden Grove, CA",0.8768
48029161303,"Hidden Cove - Indian Creek, San Antonio, TX",0.8767
42101003702,"South Philadelphia, Philadelphia, PA",0.8767
48029150900,"Southside, San Antonio, TX",0.8767
6059074902,"Pico-Lowell, Santa Ana, CA",0.8767
6037199300,"Montecito Heights, Los Angeles, CA",0.8766
26099245000,"Mount Clemens, MI",0.8766
12119911000,"Bushnell, FL",0.8766
48201521400,"Kempwood, Houston, TX",0.8765
21111001600,"Park Hill, Louisville, KY",0.8765
6065045706,"Coachella, CA",0.8765
47019071200,"Elizabethton, TN",0.8765
6037183402,"Northeast Los Angeles, Los Angeles, CA",0.8764
24510160500,"Bridgeview-Greenlawn, Baltimore, MD",0.8764
35001001400,"Barelas, Albuquerque, NM",0.8763
4019002501,"Tucson, AZ",0.8763
48029171000,"Edgewood, San Antonio, TX",0.8763
48201511500,"Northside, Houston, TX",0.8763
6037531302,"Los Angeles, CA",0.8763
45007000600,"Anderson, SC",0.8763
42101013800,"Brewerytown, Philadelphia, PA",0.8762
51760030100,"Gilpin, Richmond, VA",0.8762
47037012600,"East Nashville, Nashville, TN",0.8761
39035114700,"Kinsman, Cleveland, OH",0.8761
6037430102,"Duarte, CA",0.8761
42079215000,"Sugar Notch, PA",0.8761
53033010701,"Delridge, Seattle, WA",0.876
6037541400,"South Los Angeles, Compton, CA",0.876
36029012300,"Buffalo, NY",0.876
6059074702,"Mid-City, Santa Ana, CA",0.876
48029171301,"Edgewood, San Antonio, TX",0.876
47037019400,"Germantown, Nashville, TN",0.876
6037227010,"South Los Angeles, Los Angeles, CA",0.876
6037183221,"Northeast Los Angeles, Los Angeles, CA",0.8759
13089023700,"Atlanta, GA",0.8759
11001006400,"Southwest Washington, Washington, DC",0.8759
17031590700,"McKinley Park, Chicago, IL",0.8759
21111006900,"Germantown, Louisville, KY",0.8759
36047055700,"Kings County, NY",0.8758
48201331300,"Southeast Houston, Houston, TX",0.8758
48029140400,"East Side, San Antonio, TX",0.8758
36029002300,"Lovejoy, Buffalo, NY",0.8758
48201240502,"Greater Greenspoint, Houston, TX",0.8758
6037533502,"Huntington Park, CA",0.8758
24005452000,"Sparrows Point, MD",0.8758
6037302103,"Citrus Grove, Glendale, CA",0.8758
48201222200,"Orange Grove Britton, Houston, TX",0.8757
48453002111,"Johnston Terrace, Austin, TX",0.8757
42003320600,"Brookline, Pittsburgh, PA",0.8757
6037199202,"Montecito Heights, Los Angeles, CA",0.8757
6037294301,"Wilmington, Los Angeles, CA",0.8757
36047016600,"Kings County, NY",0.8757
13121002600,"Vine City, Atlanta, GA",0.8757
6037211202,"Central LA, Los Angeles, CA",0.8756
29095007802,"Swope Parkway - Elmwood, Kansas City, MO",0.8756
18043070902,"New Albany, IN",0.8755
42101036202,"Millbrook, Philadelphia, PA",0.8755
48201310300,"South Central Houston, Houston, TX",0.8755
4013112511,"Estrella Village, Phoenix, AZ",0.8755
18097357600,"Bean Creek, Indianapolis, IN",0.8755
42101002802,"East Passyunk Crossing, Philadelphia, PA",0.8755
48113020500,"West Dallas, Dallas, TX",0.8754
6037203200,"Boyle Heights, Los Angeles, CA",0.8754
42101001900,"Graduate Hospital, Philadelphia, PA",0.8754
6037530901,"Los Angeles, CA",0.8754
4013112602,"Estrella Village, Phoenix, AZ",0.8753
6037199400,"Mount Washington, Los Angeles, CA",0.8753
21111001500,"Park Duvalle, Louisville, KY",0.8753
6037201120,"Northeast Los Angeles, Los Angeles, CA",0.8753
24510090100,"Ednor Gardens - Lakeside, Baltimore, MD",0.8752
36047006300,"Kings County, NY",0.8752
25025061101,"South Boston, Boston, MA",0.8752
24510271600,"Edgecomb, Baltimore, MD",0.8752
18097356400,"Indianapolis, IN",0.8752
6037204420,"Boyle Heights, Los Angeles, CA",0.8752
11001007703,"Fort Dupont, Washington, DC",0.8752
42017100302,"Croydon, PA",0.8751
6037534001,"South Montebello, Bell Gardens, CA",0.8751
39035150400,"East Cleveland, OH",0.875
17031220701,"Logan Square, Chicago, IL",0.875
48201222503,"Northside, Houston, TX",0.875
4013112100,"Maryvale Village, Phoenix, AZ",0.875
21117061100,"Wallace Woods, Covington, KY",0.875
36029010400,"Buffalo, NY",0.8749
11001003100,"Northwest Washington, Washington, DC",0.8749
48201231700,"Melwood Place, Houston, TX",0.8749
6037204700,"Boyle Heights, Los Angeles, CA",0.8749
25025100700,"Dorchester, Boston, MA",0.8749
48113003800,"Dallas, TX",0.8748
24510090500,"Better Waverly, Baltimore, MD",0.8747
36081098100,"Queens County, NY",0.8747
26099256700,"Roseville, MI",0.8747
42003270300,"Brighton Heights, Pittsburgh, PA",0.8747
17043846604,"Addison, IL",0.8746
17031580100,"Brighton Park, Chicago, IL",0.8746
6037404903,"Baldwin Park, CA",0.8746
21111012702,"Louisville, KY",0.8745
42101016500,"North Philadelphia, Philadelphia, PA",0.8745
12057004000,"South Nebraska, Tampa, FL",0.8745
48029160501,"Edgewood, San Antonio, TX",0.8744
48029171402,"Edgewood, San Antonio, TX",0.8744
21111011904,"Louisville, KY",0.8744
48113006200,"Oak Cliff, Dallas, TX",0.8744
48201331602,"Southeast Houston, Houston, TX",0.8744
6037433102,"El Monte City, El Monte, CA",0.8744
18043070200,"New Albany, IN",0.8744
48029151301,"Harlandale, San Antonio, TX",0.8743
17031560800,"Garfield Ridge, Chicago, IL",0.8743
48201222700,"Houston, TX",0.8742
18097357200,"Fountain Square, Indianapolis, IN",0.8742
48201311700,"Southeast Houston, Houston, TX",0.8741
48201333201,"Southeast Houston, Houston, TX",0.874
45091060401,"Rock Hill, SC",0.874
42101003200,"Point Breeze, Philadelphia, PA",0.874
42101016000,"North Philadelphia, Philadelphia, PA",0.874
22099020100,"Breaux Bridge, LA",0.874
45091060501,"Rock Hill, SC",0.874
42003486700,"Duquesne, PA",0.874
39061008000,"Winton Hills, Cincinnati, OH",0.874
6037192610,"Central LA, Los Angeles, CA",0.8739
6037540501,"Lynwood, CA",0.8739
39049002800,"King-Lincoln Bronzeville, Columbus, OH",0.8739
48201311900,"Southeast Houston, Houston, TX",0.8739
4013111203,"Camelback East Village, Phoenix, AZ",0.8739
48439100201,"Diamond Hill - Jarvis, Fort Worth, TX",0.8739
6037195901,"Silver Lake, Los Angeles, CA",0.8738
48029131100,"East Side, San Antonio, TX",0.8738
28049011400,"Greater Belhaven, Jackson, MS",0.8738
21111004301,"Jacobs, Louisville, KY",0.8737
6037480304,"Alhambra, CA",0.8737
48029170700,"Inner West Side, San Antonio, TX",0.8737
6037535300,"South Los Angeles, Los Angeles, CA",0.8736
21037050600,"Newport, KY",0.8736
24510260403,"Cedonia, Baltimore, MD",0.8736
25017351403,"East Somerville, Somerville, MA",0.8736
48029171601,"Inner West Side, San Antonio, TX",0.8736
17031840000,"Bridgeport, Chicago, IL",0.8736
37119002300,"Grier Heights, Charlotte, NC",0.8736
25005641300,"Fall River, MA",0.8735
48201232701,"Northeast Houston, Houston, TX",0.8735
45007011800,"Starr, SC",0.8735
48029161504,"South San Antonio, San Antonio, TX",0.8735
6037482001,"Monterey Park, CA",0.8735
6059074602,"Eastside, Santa Ana, CA",0.8735
39061007400,"Northside, Cincinnati, OH",0.8734
6037536104,"South Gate, CA",0.8734
6037530400,"Monterey Park, CA",0.8733
6037205120,"Central LA, Los Angeles, CA",0.8733
17031190200,"Belmont Cragin, Chicago, IL",0.8733
47037014400,"Watkins Park, Nashville, TN",0.8733
51760020600,"Church Hill, Richmond, VA",0.8733
6037553701,"Paramount, CA",0.8733
25025070402,"South End, Boston, MA",0.8732
17031810800,"Elmwood Park, IL",0.8732
42051262500,"Lemont Furnace, PA",0.8732
42003562300,"Hazelwood, Pittsburgh, PA",0.8732
4013114500,"Estrella Village, Phoenix, AZ",0.8731
42101013700,"Brewerytown, Philadelphia, PA",0.8731
6037189101,"Central LA, Los Angeles, CA",0.873
47037016000,"South Nashville, Nashville, TN",0.873
42101033101,"Holmesburg, Philadelphia, PA",0.873
22109001100,"Montegut, LA",0.8729
48439104502,"West Morningside, Fort Worth, TX",0.8729
36081016100,"Queens County, NY",0.8729
42101010500,"Mill Creek, Philadelphia, PA",0.8729
39061009800,"West Price Hill, Cincinnati, OH",0.8729
17031151100,"Portage Park, Chicago, IL",0.8728
6037482503,"Garvey, Rosemead, CA",0.8728
48113008604,"Cedar Crest, Dallas, TX",0.8728
18097322600,"Indianapolis, IN",0.8727
4013113201,"Central City, Phoenix, AZ",0.8727
6037294820,"Wilmington, Los Angeles, CA",0.8727
6037207101,"Central LA, Los Angeles, CA",0.8727
6037433801,"South El Monte, CA",0.8726
11001003700,"Northwest Washington, Washington, DC",0.8726
42101002200,"Newbold, Philadelphia, PA",0.8726
13089023101,"Decatur, GA",0.8725
42101016100,"East Kensington, Philadelphia, PA",0.8725
4013112301,"Maryvale Village, Phoenix, AZ",0.8725
13121007704,"Southwest, Atlanta, GA",0.8725
6037534202,"South Montebello, Bell Gardens, CA",0.8724
42101036201,"Morrell Park, Philadelphia, PA",0.8724
48113009301,"Piedmont Addition, Dallas, TX",0.8724
18097390500,"Indianapolis, IN",0.8724
24510271802,"Langston Hughes, Baltimore, MD",0.8724
37155960401,"Maxton, NC",0.8723
6037482701,"South Montebello, Monterey Park, CA",0.8723
42129801600,"Vandergrift, PA",0.8723
11001009602,"Mayfair, Washington, DC",0.8723
6037229100,"Central Alameda, Los Angeles, CA",0.8723
17031630900,"Gage Park, Chicago, IL",0.8722
24510271801,"Arlington, Baltimore, MD",0.8722
29510105400,"West End, St. Louis, MO",0.8721
39035111902,"St. Clair - Superior, Cleveland, OH",0.8721
6037502004,"East Whitter, Whittier, CA",0.8721
6037408141,"La Puente, CA",0.8721
25005641400,"Fall River, MA",0.8721
11001003600,"Columbia Heights, Washington, DC",0.8721
4013061016,"Palm Valley, Goodyear, AZ",0.8721
39035109801,"Central, Cleveland, OH",0.8721
48439100202,"Diamond Hill - Jarvis, Fort Worth, TX",0.872
24510230300,"South Baltimore, Baltimore, MD",0.872
42101003600,"Grays Ferry, Philadelphia, PA",0.872
6037501002,"Whittier, CA",0.872
17031301200,"Little Village, Chicago, IL",0.872
42003488500,"Pittsburgh, PA",0.872
24510080301,"Berea, Baltimore, MD",0.872
42003101700,"Garfield, Pittsburgh, PA",0.8719
17197882100,"Virginia, Joliet, IL",0.8719
36081088400,"Queens County, NY",0.8719
51760060900,"South Richmond, Richmond, VA",0.8719
6037405101,"Baldwin Park, CA",0.8719
17031610400,"Back of the Yards, Chicago, IL",0.8719
11001007401,"Barry Farm, Washington, DC",0.8718
6037302504,"Mariposa, Glendale, CA",0.8718
6037221710,"Jefferson, Los Angeles, CA",0.8718
21117060700,"Westside, Covington, KY",0.8718
13089020900,"East Atlanta, Atlanta, GA",0.8717
48113008500,"Dallas, TX",0.8716
42101031800,"Oxford Circle/ Castor, Philadelphia, PA",0.8716
