"tract","Name","Fraction_Single_Parents_in_2012-16"
32003002970,"Las Vegas, NV",0.4199
54011001000,"Huntington, WV",0.4199
37047930600,"Fair Bluff, NC",0.4199
12115002509,"Venice, FL",0.4199
53011040507,"Washougal, WA",0.4198
34005702204,"Pemberton, NJ",0.4198
12105010501,"Lake Bentley, Lakeland, FL",0.4198
49053270901,"Hurricane, UT",0.4198
72043953900,"Coamo, PR",0.4198
1083020801,"Athens, AL",0.4197
12095017004,"Orlando, FL",0.4197
19153000801,"Meredith, Des Moines, IA",0.4197
48113012604,"Dallas, TX",0.4197
42095010300,"Bethlehem, PA",0.4197
36047029500,"Kings County, NY",0.4197
13319960300,"Gordon, GA",0.4197
42077005703,"Fullerton, PA",0.4196
4013420503,"Mesa, AZ",0.4196
19123950600,"Oskaloosa, IA",0.4196
12031014901,"Arlington, Jacksonville, FL",0.4196
18127050507,"Portage, IN",0.4196
12095010300,"Southeast Orlando, Orlando, FL",0.4196
48355003001,"Flour Bluff, Corpus Christi, TX",0.4196
35043010721,"Rio Rancho, NM",0.4195
30029000203,"Columbia Falls, MT",0.4195
40143007414,"Broken Arrow, OK",0.4195
1089003100,"Huntsville, AL",0.4195
20209043400,"Argentine, Kansas City, KS",0.4194
13063040611,"Jonesboro, GA",0.4194
39151712601,"Louisville, OH",0.4194
48215023104,"Mercedes, TX",0.4193
34007607507,"Echelon, Voorhees Township, NJ",0.4193
12086005409,"Little Havana, Miami, FL",0.4193
12095012600,"College Park, Orlando, FL",0.4193
22103040605,"Covington, LA",0.4192
13089023803,"Atlanta, GA",0.4192
12091021801,"Fort Walton Beach, FL",0.4192
13309780200,"Alamo, GA",0.4192
39045032100,"Lancaster, OH",0.4192
6097152903,"Santa Rosa, CA",0.4192
32003005808,"West Sahara, Las Vegas, NV",0.4192
18093950800,"Bedford, IN",0.4192
6107003802,"Downtown, Porterville, CA",0.4191
26045021301,"Eaton Rapids, MI",0.4191
6071001706,"Ontario, CA",0.4191
48091310605,"Spring Branch, TX",0.4191
30017962000,"Miles City, MT",0.4191
5051011100,"Pearcy, AR",0.4191
17061973900,"White Hall, IL",0.419
20173009504,"Wichita, KS",0.419
37197050101,"East Bend, NC",0.419
24005450501,"Essex, MD",0.419
27123034701,"Conway, Saint Paul, MN",0.419
48041001605,"Pecan Tree - McCullough, College Station, TX",0.419
36061017800,"East Harlem, New York, NY",0.4189
6073009101,"Bay Park, San Diego, CA",0.4189
30041040400,"Havre, MT",0.4188
41051001201,"Buckman Neighborhood, Portland, OR",0.4188
13051010806,"Savannah, GA",0.4188
37183052803,"Gatewood, Garner, NC",0.4187
39049000810,"North Linden, Columbus, OH",0.4187
48373210102,"Livingston, TX",0.4187
29047021102,"Gladstone, MO",0.4187
48361020700,"Orange, TX",0.4187
8077000300,"Grand Junction, CO",0.4186
24021751004,"Frederick, MD",0.4186
4013071915,"Parkview West, Peoria, AZ",0.4186
72037160202,"Ceiba, PR",0.4186
1089002300,"Huntsville, AL",0.4186
19045000400,"Clinton, IA",0.4186
18003004101,"Concordia Gardens, Fort Wayne, IN",0.4185
41017000900,"Redmond, OR",0.4185
32510001001,"Carson City, NV",0.4184
25009204101,"Salem, MA",0.4184
40143007408,"Broken Arrow, OK",0.4184
51059452700,"Falls Church, VA",0.4184
48305950600,"Tahoka, TX",0.4184
28049011101,"Jackson, MS",0.4184
6071004301,"Terrace, San Bernardino, CA",0.4184
21093000700,"Radcliff, KY",0.4183
53061052903,"Marysville, WA",0.4183
27037060502,"Inver Grove Heights, MN",0.4183
27137013600,"Gilbert, MN",0.4183
6075020100,"Mission District, San Francisco, CA",0.4183
6067003102,"Southeastern Sacramento, Sacramento, CA",0.4182
6037204300,"Boyle Heights, Los Angeles, CA",0.4181
27117460300,"Pipestone, MN",0.4181
42005951000,"Ford City, PA",0.4181
17097862502,"Waukegan, IL",0.418
19145490500,"Clarinda, IA",0.418
40143007312,"Tulsa, OK",0.4179
39113021502,"Kettering, OH",0.4179
48201452500,"Southwest Houston, Houston, TX",0.4179
41067030803,"Metzger, Tigard, OR",0.4179
48481740400,"Wharton, TX",0.4179
53011041500,"Camas, WA",0.4179
56025000300,"Casper, WY",0.4178
17031814800,"Berwyn, IL",0.4178
6065042621,"Moreno Valley, CA",0.4178
27123030202,"Como, Saint Paul, MN",0.4178
33009960400,"Thornton, NH",0.4178
1015002200,"Piedmont, AL",0.4178
34039032300,"Hillside, NJ",0.4177
26077000500,"West Douglas, Kalamazoo, MI",0.4177
32003002919,"Las Vegas, NV",0.4177
22051026700,"Marrero, LA",0.4176
53035090501,"Poulsbo, WA",0.4176
9015904500,"Danielson, Killingly, CT",0.4176
25023530100,"Plymouth, MA",0.4176
22121020300,"Port Allen, LA",0.4175
36081054900,"Queens County, NY",0.4175
6037293201,"Harbor, Torrance, CA",0.4175
18151971300,"Angola, IN",0.4174
20091051300,"Prairie Fields, Prairie Village, KS",0.4174
12086009046,"Doral, FL",0.4174
54039012900,"South Charleston, WV",0.4174
72129220700,"San Lorenzo, PR",0.4174
6053010608,"Salinas, CA",0.4174
6037134306,"Canoga Park, Los Angeles, CA",0.4174
22033002602,"Highlands/Perkins, Baton Rouge, LA",0.4173
29189219800,"St. Louis, MO",0.4173
42003480101,"Pittsburgh, PA",0.4173
48201221600,"Northline Terrace, Houston, TX",0.4173
21089040300,"Raceland, KY",0.4172
12111382113,"Port St. Lucie, FL",0.4172
6085502301,"Central San Jose, San Jose, CA",0.4171
51001090400,"Parksley, VA",0.4171
22003950300,"Oakdale, LA",0.4171
45045003304,"Piedmont, SC",0.4171
12095016723,"Orlando, FL",0.417
55079016500,"Historic Mitchell Street, Milwaukee, WI",0.417
26147657100,"Capac, MI",0.417
27099000600,"Austin, MN",0.4169
5009790502,"Harrison, AR",0.4169
12011020311,"Coral Springs, FL",0.4169
48215022502,"Weslaco, TX",0.4169
22103041102,"Slidell, LA",0.4169
27003051103,"Fridley, MN",0.4169
36061007800,"Midtown, New York, NY",0.4169
22051024100,"Harahan, LA",0.4169
12111382007,"Port St. Lucie, FL",0.4168
6107001601,"Farmersville, CA",0.4168
12053041006,"Spring Hill, FL",0.4168
6037602403,"Hawthorne, CA",0.4168
37031970401,"Morehead City, NC",0.4167
48067950600,"Linden, TX",0.4167
4013422635,"Mesa, AZ",0.4167
6037194401,"Beverly Grove, Los Angeles, CA",0.4167
39093080101,"North Ridgeville, OH",0.4167
36047019800,"Kings County, NY",0.4167
42003080400,"Pittsburgh, PA",0.4167
10003013904,"Newark, DE",0.4166
37063001708,"Northeast Durham, Durham, NC",0.4166
33011014100,"Litchfield, NH",0.4165
42095010100,"Bethlehem, PA",0.4165
6071000904,"Upland, CA",0.4165
41039004800,"Amazon, Eugene, OR",0.4165
28033070310,"Southaven, MS",0.4165
12031013300,"Westside, Jacksonville, FL",0.4165
40109106903,"Central Oklahoma City, Bethany, OK",0.4164
18097390800,"Decatur, Indianapolis, IN",0.4164
54085962500,"Harrisville, WV",0.4164
10003013615,"Wilmington, DE",0.4164
41039000904,"Veneta, OR",0.4164
45039960200,"Winnsboro, SC",0.4164
6111002600,"Ventura, CA",0.4164
48201522000,"Northwest Houston, Houston, TX",0.4163
42045406802,"Boothwyn, PA",0.4163
27123040902,"Mounds View, MN",0.4163
6059089105,"Santa Anita Park, Santa Ana, CA",0.4162
1049960600,"Geraldine, AL",0.4162
51195931600,"Coeburn, VA",0.4162
37031970501,"Newport, NC",0.4162
48121021502,"Lewisville, TX",0.4162
36119008100,"Port Chester, NY",0.4162
25009204400,"Salem, MA",0.4162
48113017001,"Seagoville, TX",0.4162
6059063702,"Downtown, Costa Mesa, CA",0.4162
12099005930,"Delray Beach, FL",0.4161
8005007201,"Sunny Vale, Aurora, CO",0.4161
53015000501,"St. Helens, Longview, WA",0.4161
48113014407,"Irving, TX",0.4161
48201332500,"Southeast Houston, Houston, TX",0.4161
37111970200,"Nebo, NC",0.4161
34037372800,"Franklin, NJ",0.4161
36093020700,"Schenectady, NY",0.416
55009001600,"Green Bay, WI",0.416
27115950500,"Hinckley, MN",0.416
18153050300,"Sullivan, IN",0.416
26097950500,"Saint Ignace, MI",0.4159
55135101100,"Clintonville, WI",0.4159
8041005300,"Southeast Colorado Springs, Colorado Springs, CO",0.4159
27027030103,"Moorhead, MN",0.4159
72025200302,"Caguas, PR",0.4159
13067031111,"Smyrna, GA",0.4159
19037070400,"New Hampton, IA",0.4158
48427950204,"Roma, TX",0.4158
39007000500,"Ashtabula, OH",0.4158
39101000100,"Marion, OH",0.4158
12127082414,"Port Orange, FL",0.4157
34005700103,"Palmyra, NJ",0.4157
21015070503,"Burlington, KY",0.4157
37021002204,"Biltmore Park, Asheville, NC",0.4157
48469000502,"Victoria, TX",0.4156
26163525000,"Delray, Detroit, MI",0.4156
27123036100,"Concord-Robert, Saint Paul, MN",0.4156
21111009106,"Louisville, KY",0.4156
47165020901,"Gallatin, TN",0.4156
36059406201,"West Hempstead, NY",0.4156
13225040301,"Fort Valley, GA",0.4156
17199021200,"Marion, IL",0.4156
13191110300,"Darien, GA",0.4156
6029006303,"Arvin, CA",0.4155
39143961500,"Fremont, OH",0.4155
37013930300,"Washington, NC",0.4155
17031222500,"Logan Square, Chicago, IL",0.4155
55079000301,"Milwaukee, WI",0.4155
48201330400,"Southwest Houston, Houston, TX",0.4155
12011100104,"Hollywood, FL",0.4154
36105951300,"Wurtsboro, NY",0.4154
29189221000,"St. Louis, MO",0.4154
6037212610,"Central LA, Los Angeles, CA",0.4154
13151070403,"Locust Grove, GA",0.4154
48245002000,"Beaumont, TX",0.4154
40143004000,"Tulsa, OK",0.4153
6099001002,"Modesto, CA",0.4153
36061000600,"Lower East Side, New York, NY",0.4153
34023004000,"Perth Amboy, NJ",0.4152
38089963600,"Dickinson, ND",0.4152
6037900804,"Lancaster, CA",0.4152
72005401200,"Aguadilla Pueblo, PR",0.4152
13161960300,"Denton, GA",0.4151
1123962300,"Alexander City, AL",0.4151
16025970100,"Fairfield, ID",0.4151
13135050729,"Snellville, GA",0.4151
12117021707,"Altamonte Springs, FL",0.415
48039662800,"Sweeny, TX",0.415
26157000600,"Caro, MI",0.415
26051000800,"Beaverton, MI",0.415
51087200106,"Richmond, VA",0.415
18097320700,"Warfleigh, Indianapolis, IN",0.415
19055950300,"Manchester, IA",0.4149
26099255800,"Roseville, MI",0.4149
6059011718,"Placentia, CA",0.4149
5069002400,"Redfield, AR",0.4149
5057480300,"Hope, AR",0.4148
27035951302,"Baxter, MN",0.4148
36061029500,"Inwood, New York, NY",0.4148
4013112100,"Maryvale Village, Phoenix, AZ",0.4148
33007950900,"Gorham, NH",0.4148
53025011000,"Moses Lake, WA",0.4147
48479001808,"Colonia Los Angeles, Laredo, TX",0.4147
45067950800,"Gresham, SC",0.4147
37155960501,"Pembroke, NC",0.4146
51059452302,"Annandale, VA",0.4146
26099262700,"Warren Woods, Warren, MI",0.4146
48113018127,"Garland, TX",0.4146
12111381601,"Fort Pierce, FL",0.4146
13133950400,"Greensboro, GA",0.4146
6077002504,"Seaport, Stockton, CA",0.4146
12101030205,"Port Richey, FL",0.4146
8031005502,"Fort Logan, Denver, CO",0.4146
37075920100,"Robbinsville, NC",0.4146
27091790500,"Fairmont, MN",0.4146
37179020501,"Monroe, NC",0.4146
32003006103,"Las Vegas, NV",0.4145
42003512000,"Braddock, PA",0.4145
29077004803,"Republic, MO",0.4145
40041375601,"Jay, OK",0.4144
41019150000,"Roseburg, OR",0.4144
45073030402,"West Union, SC",0.4144
6037132102,"Van Nuys, Los Angeles, CA",0.4144
47051960600,"Winchester, TN",0.4143
54033030800,"Clarksburg, WV",0.4143
26077006701,"Galesburg, MI",0.4143
8031004700,"Southwest, Denver, CO",0.4142
48029141300,"East Side, San Antonio, TX",0.4142
5005950300,"Mountain Home, AR",0.4142
28121020704,"Pearl, MS",0.4142
39061024303,"West Loveland North, Loveland, OH",0.4142
6061021802,"Auburn, CA",0.4142
1071950200,"Bridgeport, AL",0.4141
25005653204,"Dartmouth, MA",0.4141
4013109101,"Alhambra, Phoenix, AZ",0.4141
39035106500,"Old Brooklyn, Cleveland, OH",0.4141
36103147300,"Bay Shore, NY",0.4141
1121011900,"Sylacauga, AL",0.414
37067004014,"Winston-Salem, NC",0.414
4023966200,"Nogales, AZ",0.414
47093006102,"Powell, TN",0.414
42069112600,"Old Forge, PA",0.4139
48113000202,"Lower Greenville, Dallas, TX",0.4139
12086006302,"Coral Way, Miami, FL",0.4139
6037530102,"South Montebello, Montebello, CA",0.4139
26163584700,"Taylor, MI",0.4138
39099811100,"Lowellville, OH",0.4138
4013082209,"Cashion Park, Avondale, AZ",0.4138
1057020400,"Berry, AL",0.4138
31055007455,"Millard, Omaha, NE",0.4138
8035014110,"Northridge, Littleton, CO",0.4138
39035121900,"Lee - Miles, Cleveland, OH",0.4138
40109106502,"Central Oklahoma City, Oklahoma City, OK",0.4138
6077004203,"Lodi, CA",0.4138
38015010600,"Bismarck, ND",0.4137
25003935200,"Pittsfield, MA",0.4137
42003523300,"Penn Hills, PA",0.4137
37081016006,"Greensboro, NC",0.4137
48303001602,"Maxey Park, Lubbock, TX",0.4137
53033031100,"Auburn, WA",0.4136
36005035800,"Bronx County, NY",0.4136
47093006001,"Knoxville, TN",0.4136
8001008548,"Thornton, CO",0.4136
29077002200,"Webster Park/Shady Dell, Springfield, MO",0.4136
13129970200,"Calhoun, GA",0.4136
48479001718,"Hillside Terrace, Laredo, TX",0.4136
45007010300,"Pelzer, SC",0.4135
4021000312,"Apache Junction, AZ",0.4135
39095002100,"Old West End, Toledo, OH",0.4135
21037052500,"Newport, KY",0.4134
19163011600,"Davenport, IA",0.4134
24003731310,"Green Haven, Pasadena, MD",0.4134
24005420702,"Dundalk, MD",0.4133
37117970100,"Jamesville, NC",0.4133
4013114800,"Central City, Phoenix, AZ",0.4133
55059002904,"Trevor, WI",0.4132
48201253600,"Baytown, TX",0.4132
13181970100,"Lincolnton, GA",0.4132
48005001001,"Diboll, TX",0.4131
29095012000,"Independence, MO",0.4131
39113003402,"University Park, Dayton, OH",0.413
27167950200,"Breckenridge, MN",0.413
18127050202,"Chesterton, IN",0.413
42101000901,"Center City, Philadelphia, PA",0.413
45067950700,"Marion, SC",0.413
28089030105,"Ridgeland, MS",0.413
13121010212,"Atlanta, GA",0.4129
48113001101,"Lower Greenville, Dallas, TX",0.4129
36013036300,"Portland, NY",0.4129
6001403400,"Downtown Oakland, Oakland, CA",0.4129
39003010900,"Lima, OH",0.4129
19163011900,"Davenport, IA",0.4129
8123000600,"Greeley, CO",0.4128
48453001839,"Harris Ridge, Austin, TX",0.4128
48113017602,"Skyline, Mesquite, TX",0.4128
44003020901,"East Greenwich, RI",0.4128
47037019112,"Antioch, Nashville, TN",0.4128
12095016731,"Orlando, FL",0.4128
48113013009,"Lake Highlands, Dallas, TX",0.4128
40013795700,"Bokchito, OK",0.4127
48167722100,"Texas City, TX",0.4127
26021011300,"New Buffalo, MI",0.4127
36073040801,"Holley, NY",0.4127
51179010214,"Stafford, VA",0.4127
6037239330,"South Los Angeles, Los Angeles, CA",0.4127
6037574800,"Park Estates, Long Beach, CA",0.4127
36029012502,"Lackawanna, NY",0.4127
13011970400,"Commerce, GA",0.4127
4013810700,"Chandler, AZ",0.4127
31071973200,"Burwell, NE",0.4126
6037533702,"Maywood, CA",0.4126
39035160300,"Lakewood, OH",0.4126
39087051300,"Proctorville, OH",0.4125
1103005103,"Decatur, AL",0.4125
48145000700,"Lott, TX",0.4125
48201340100,"Southbelt/ Ellington, Houston, TX",0.4125
6067007602,"Carmichael, CA",0.4125
48245000500,"Beaumont, TX",0.4125
22055001905,"Lafayette, LA",0.4125
17097860808,"Antioch, IL",0.4125
6097153006,"Santa Rosa, CA",0.4125
37019020201,"Leland, NC",0.4124
40119010600,"Stillwater, OK",0.4124
72113071700,"Santa María, Ponce, PR",0.4124
6037576301,"Long Beach, CA",0.4124
17031828702,"Glenwood, IL",0.4124
45033970200,"Dillon, SC",0.4124
53035080900,"Bremerton, WA",0.4123
48493000102,"La Vernia, TX",0.4123
6001401300,"Pill Hill, Oakland, CA",0.4123
36081025500,"Queens County, NY",0.4123
17097860301,"Zion, IL",0.4123
54107000903,"Parkersburg, WV",0.4123
4013318800,"Sunset, Tempe, AZ",0.4122
40143009006,"Tulsa, OK",0.4122
42003523501,"Penn Hills, PA",0.4122
55101002702,"Waterford, WI",0.4122
17197883000,"Joliet, IL",0.4122
37149920200,"Mill Spring, NC",0.4122
41051010411,"Powell Valley, Gresham, OR",0.4122
36081044301,"Queens County, NY",0.4122
51680000400,"Rivermont, Lynchburg, VA",0.4121
25027710300,"Fitchburg, MA",0.4121
42017101100,"Penndel, PA",0.4121
55079185200,"Saint Francis, WI",0.4121
39039958700,"Defiance, OH",0.4121
36061019800,"East Harlem, New York, NY",0.4121
34025811000,"Freehold, NJ",0.4121
39017010906,"Fairfield, OH",0.412
35049001105,"Santa Fe, NM",0.412
53033030600,"Auburn, WA",0.412
30029001100,"Kalispell, MT",0.4119
1051031300,"Millbrook, AL",0.4119
5035030807,"Clarkedale, AR",0.4118
21115960100,"Paintsville, KY",0.4118
26099221500,"New Baltimore, MI",0.4118
12099000904,"Palm Beach Gardens, FL",0.4118
55067960500,"Langlade County, WI",0.4118
36081052800,"Queens County, NY",0.4118
6037102107,"Sun Valley, Los Angeles, CA",0.4118
36107020702,"Waverly, NY",0.4116
24031701702,"Takoma Park, MD",0.4116
17031200401,"Hermosa, Chicago, IL",0.4116
48201233701,"Northeast Houston, Galena Park, TX",0.4115
48439110203,"Haltom City, TX",0.4115
13069010802,"Douglas, GA",0.4115
42045403702,"Essington, Tinicum Township, PA",0.4115
28163950400,"Yazoo City, MS",0.4115
36027220201,"Poughkeepsie, NY",0.4115
18157000800,"Columbian Park, Lafayette, IN",0.4115
6111009100,"Oxnard, CA",0.4115
41005020303,"Mount Park, Lake Oswego, OR",0.4115
39113100203,"Huber Heights, OH",0.4114
4013082010,"Arizona Homes, Phoenix, AZ",0.4114
45075010200,"Holly Hill, SC",0.4113
8031002403,"Five Points, Denver, CO",0.4113
36111954900,"Saugerties, NY",0.4113
41051008800,"Southeast Portland, Portland, OR",0.4113
29095014702,"Independence, MO",0.4113
55141011200,"Wisconsin Rapids, WI",0.4113
40143006703,"Jenks, OK",0.4112
12086003801,"Bay Harbor Islands, FL",0.4112
27123036700,"West Seventh, Saint Paul, MN",0.4112
36013035901,"Fredonia, NY",0.4112
55005000500,"Rice Lake, WI",0.4112
6037541604,"Compton, CA",0.4112
51057950700,"Tappahannock, VA",0.4112
48029151000,"Harlandale, San Antonio, TX",0.4111
49011125807,"Layton, UT",0.4111
27053020500,"Brooklyn Center, MN",0.4111
42011012200,"Mount Penn, PA",0.4111
4013420208,"Mesa, AZ",0.4111
18089021100,"Hammond, IN",0.4111
12011091300,"West Hollywood, Hollywood, FL",0.411
1015000900,"Anniston, AL",0.411
17031830900,"Logan Square, Chicago, IL",0.411
6037212202,"Central LA, Los Angeles, CA",0.411
36081046100,"Queens County, NY",0.411
33011001000,"Manchester, NH",0.411
37055970200,"Kill Devil Hills, NC",0.411
27123041002,"Mounds View, MN",0.4109
42049001600,"Erie, PA",0.4109
6013310000,"Pittsburg, CA",0.4109
42081011602,"South Williamsport, PA",0.4109
48201411300,"Southwest Houston, Houston, TX",0.4109
5141460200,"Clinton, AR",0.4109
48367140409,"Springtown, TX",0.4109
6005000304,"Ione, CA",0.4108
5031000102,"Jonesboro, AR",0.4108
40143003800,"Tulsa, OK",0.4108
12083001104,"Belleview, FL",0.4108
6097154000,"Healdsburg, CA",0.4108
36113070701,"Glens Falls North, Queensbury, NY",0.4107
41051007600,"Northeast Portland, Portland, OR",0.4107
12073002403,"Tallahassee, FL",0.4107
6013368002,"San Pablo, CA",0.4107
12031013723,"Westside, Jacksonville, FL",0.4107
6029005403,"Ridgecrest, CA",0.4106
42131400100,"Meshoppen, PA",0.4106
17031170400,"Dunning, Chicago, IL",0.4106
17031010501,"Rogers Park, Chicago, IL",0.4106
53049950800,"Ocean Park, WA",0.4105
72139060502,"Trujillo Alto, PR",0.4105
6037542200,"Compton, CA",0.4104
20173005501,"Haysville, KS",0.4104
48029192100,"Downtown, San Antonio, TX",0.4104
34005701002,"Beverly, NJ",0.4104
31079001200,"Grand Island, NE",0.4104
18003011502,"Fort Wayne, IN",0.4104
21189930200,"Ricetown, KY",0.4104
51059491703,"Fairfax, VA",0.4103
19037070300,"Fredericksburg, IA",0.4103
6069000701,"Hollister, CA",0.4103
27145000602,"St. Cloud, MN",0.4103
6029003000,"Southgate, Bakersfield, CA",0.4103
51710005602,"Norfolk, VA",0.4103
31095963700,"Fairbury, NE",0.4103
48141002600,"Five Points East, El Paso, TX",0.4102
6037534201,"South Montebello, Bell Gardens, CA",0.4102
32003001803,"Las Vegas, NV",0.4102
37169070700,"Walnut Cove, NC",0.4102
26067030300,"Belding, MI",0.4102
40109106914,"Central Oklahoma City, Oklahoma City, OK",0.4101
29095004300,"Longfellow, Kansas City, MO",0.4101
17021958400,"Taylorville, IL",0.4101
51510200702,"Eisenhower East, Alexandria, VA",0.4101
6071010300,"Newberry Springs, CA",0.4101
37097061301,"Statesville, NC",0.4101
45045004400,"Greenville, SC",0.4101
37107011100,"La Grange, NC",0.41
26099247100,"Harrison charter Township, MI",0.41
48323950601,"Eagle Pass, TX",0.41
51650010800,"Phoebus, Hampton, VA",0.41
32031002410,"Northwest Reno, Reno, NV",0.4099
34011040901,"Vineland, NJ",0.4099
12105014902,"Mulberry, FL",0.4099
47045964300,"Dyersburg, TN",0.4098
1073013801,"Bessemer, AL",0.4098
53005010300,"Richland, WA",0.4098
37083930200,"Roanoke Rapids, NC",0.4097
44005040303,"Newport East, Middletown, RI",0.4097
36081058100,"Queens County, NY",0.4097
18177000800,"Richmond, IN",0.4096
26025002500,"Battle Creek, MI",0.4096
21121930602,"Artemus, KY",0.4096
21161960100,"Maysville, KY",0.4096
4013614400,"Deer Valley, Glendale, AZ",0.4096
6039000300,"Chowchilla, CA",0.4096
6071011300,"Big Bear, CA",0.4096
34011040300,"Vineland, NJ",0.4096
34027043500,"Morristown, NJ",0.4096
2020000701,"Northeast Anchorage, Anchorage, AK",0.4095
22085000200,"Noble, LA",0.4095
18039001802,"Elkhart, IN",0.4095
24033804102,"Hyattsville, MD",0.4095
12095010200,"Northeast Orlando, Orlando, FL",0.4095
39035177302,"Parma, OH",0.4095
48485012200,"Wichita Falls, TX",0.4095
17099962600,"Ottawa, IL",0.4094
21121930300,"Gray, KY",0.4094
36047041200,"Kings County, NY",0.4094
6037117530,"North Hills, Los Angeles, CA",0.4093
72101955402,"Morovis, PR",0.4093
4019004506,"Tucson, AZ",0.4093
6071010010,"Hesperia, CA",0.4093
36067000900,"Northside, Syracuse, NY",0.4093
6073003501,"Mountain View, San Diego, CA",0.4092
47063100500,"Morristown, TN",0.4092
12086014600,"Miami, FL",0.4092
6067007433,"Antelope, CA",0.4092
12127080803,"Ormond Beach, FL",0.4092
6013306003,"Antioch, CA",0.4092
47097050400,"Ripley, TN",0.4092
15007040205,"Kapaa, HI",0.4091
36055003500,"Highland Park, Rochester, NY",0.4091
4013108302,"Camelback East Village, Phoenix, AZ",0.4091
36119005702,"New Rochelle, NY",0.4091
45019000700,"Radcliffeborough, Charleston, SC",0.4091
17089851101,"Elgin, IL",0.4091
72097081522,"Mayagüez, PR",0.4091
53011041318,"Fircrest, Vancouver, WA",0.409
55141010200,"Marshfield, WI",0.409
6105000102,"Weaverville, CA",0.409
53033010002,"Greater Duwamish, Seattle, WA",0.409
39063000100,"Fostoria, OH",0.409
12117021616,"Wekiva Springs, FL",0.409
1089002501,"Huntsville, AL",0.4089
36081035800,"Queens County, NY",0.4089
12086000134,"Aventura, FL",0.4089
35001004734,"Westgate Vecinos, Albuquerque, NM",0.4089
12086009017,"Miami, FL",0.4089
53003960200,"Clarkston, WA",0.4089
26129950500,"West Branch, MI",0.4089
29095014400,"Highview Estates, Kansas City, MO",0.4089
12001001400,"Gainesville, FL",0.4089
29047020801,"Pleasant Valley, MO",0.4089
12099007504,"Boca Raton, FL",0.4088
6037540300,"Lynwood, CA",0.4088
6037535200,"South Los Angeles, Los Angeles, CA",0.4088
27161790500,"Waseca, MN",0.4087
35055952300,"Taos County, NM",0.4087
51770002800,"Roanoke, VA",0.4087
44007015800,"Pawtucket, RI",0.4087
42091208901,"Pottstown, PA",0.4087
5073470200,"Lewisville, AR",0.4087
17125956600,"Bath, IL",0.4087
6107003801,"Porterville, CA",0.4086
72023830300,"Cabo Rojo, PR",0.4086
41011000700,"Coos Bay, OR",0.4086
36101961300,"Bath, NY",0.4086
40077087200,"Wilburton, OK",0.4085
4013061402,"Avondale, AZ",0.4085
8119010104,"Woodland Park, CO",0.4085
48029121507,"Northeast Side, San Antonio, TX",0.4085
48463950500,"Uvalde, TX",0.4085
4013422216,"Dobson Woods, Mesa, AZ",0.4085
27053106700,"Lowry Hill East, Minneapolis, MN",0.4085
21067003909,"Hamburg Area, Lexington, KY",0.4085
12043000300,"Moore Haven, FL",0.4084
13135050422,"Norcross, GA",0.4084
28047003206,"Gulfport, MS",0.4084
53053063300,"Eastside, Tacoma, WA",0.4084
51041100805,"Richmond, VA",0.4083
39023002606,"Springfield, OH",0.4083
37119004305,"Toddville Road, Charlotte, NC",0.4083
26125161900,"Southfield, MI",0.4082
45019002611,"West Ashley, Charleston, SC",0.4082
6073013601,"La Mesa, CA",0.4082
45045004101,"Marietta, Slater-Marietta, SC",0.4082
55101002402,"Burlington, WI",0.4082
8051963900,"Somerset, CO",0.4082
42001031401,"Gettysburg, PA",0.4082
48215020205,"Mission, TX",0.4081
17201003708,"Rockford, IL",0.4081
12057002800,"Northwest Tampa, Tampa, FL",0.4081
34023001902,"Edison, NJ",0.4081
47063100100,"Morristown, TN",0.408
12083002502,"Ocala, FL",0.408
26099256000,"Roseville, MI",0.408
28123020500,"Forest, MS",0.408
26091060800,"Tecumseh, MI",0.408
72007230400,"Cidra, PR",0.408
37045950601,"Kings Mountain, NC",0.408
45091060905,"Rock Hill, SC",0.4079
26053950100,"Watersmeet, MI",0.4079
47157021744,"Richwood, Memphis, TN",0.4079
72093960200,"Maricao, PR",0.4079
55035001700,"Eau Claire, WI",0.4079
39015951700,"Ripley, OH",0.4079
8005007302,"Delmar Parkway, Aurora, CO",0.4079
28071950401,"Oxford, MS",0.4078
6037553602,"Paramount, CA",0.4078
24033804101,"Cheverly, MD",0.4078
6019004207,"West Fresno, Fresno, CA",0.4078
6065042512,"Moreno Valley, CA",0.4078
51185020100,"Bluefield, VA",0.4078
35013000103,"Las Cruces, NM",0.4078
26153000100,"Gulliver, MI",0.4078
6037237600,"South Figueroa Corridor, Los Angeles, CA",0.4077
8005082400,"Aurora, CO",0.4077
48479001501,"Eastern Division, Laredo, TX",0.4077
8031001000,"Valverde, Denver, CO",0.4077
53057952200,"Mount Vernon, WA",0.4077
17031830006,"Matteson, IL",0.4077
48439113408,"Hurst, TX",0.4077
5095950200,"Clarendon, AR",0.4076
36013036401,"Mayville, NY",0.4076
37111970400,"Marion, NC",0.4076
42069100600,"Scranton, PA",0.4076
12086007101,"Coconut Grove, Miami, FL",0.4076
47003950600,"Shelbyville, TN",0.4076
6013378000,"Point Richmond, Richmond, CA",0.4076
36103123701,"Copiague, NY",0.4076
40109108521,"Northwest Oklahoma City, Oklahoma City, OK",0.4076
39039958500,"Defiance, OH",0.4075
42079217200,"Hazleton, PA",0.4075
42099030202,"Newport, PA",0.4075
38069956200,"Rugby, ND",0.4075
12099005000,"Lake Worth, FL",0.4075
4021001600,"Casa Grande, AZ",0.4074
19169000700,"Ames, IA",0.4074
39109325000,"Covington, OH",0.4074
