"tract","Name","Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall"
47143975402,"Dayton, TN",33932
42129804100,"Greensburg, PA",33930
37031970403,"Morehead City, NC",33930
41029001100,"Central Point, OR",33930
6037297110,"San Pedro, Los Angeles, CA",33930
54063950100,"Union, WV",33929
8005005551,"South, Denver, CO",33929
48221160208,"Granbury, TX",33928
6067009800,"Isleton, CA",33928
48343950200,"Daingerfield, TX",33926
39155933700,"Newton Falls, OH",33925
6065043306,"Hemet, CA",33925
55035001700,"Eau Claire, WI",33925
5119003403,"Jacksonville, AR",33924
34013012700,"Irvington, NJ",33924
50025967700,"Putney, VT",33924
8115968300,"Ovid, CO",33924
26163578600,"Melvindale, MI",33923
21171930100,"Tompkinsville, KY",33923
28047001501,"Gulfport, MS",33923
6045010900,"Ukiah, CA",33922
18091040800,"Michigan City, IN",33922
6059042107,"San Clemente, CA",33921
36031960900,"Elizabethtown, NY",33921
36081095400,"Queens County, NY",33921
54011000300,"Huntington, WV",33920
42085031100,"Hermitage, PA",33919
17091012500,"Kankakee, IL",33919
55079007700,"Murray Hill, Milwaukee, WI",33919
12111381804,"Port St. Lucie, FL",33918
41065970200,"The Dalles, OR",33918
28121020302,"Flowood, MS",33918
48113004201,"Oak Cliff, Dallas, TX",33918
17031301100,"Little Village, Chicago, IL",33918
24045010800,"Quantico, MD",33918
36081017000,"Queens County, NY",33918
53009001500,"Port Angeles, WA",33917
33003955900,"Center Ossipee, Ossipee, NH",33916
32031002616,"North Valleys, Reno, NV",33916
37047931300,"Nakina, NC",33915
27053108600,"Corcoran, Minneapolis, MN",33915
26159012000,"Bangor, MI",33915
29051010600,"Jefferson City, MO",33915
48215022104,"Donna, TX",33915
4013107000,"Alhambra, Phoenix, AZ",33914
47165020205,"Portland, TN",33913
9009170300,"Meriden, CT",33913
48167724300,"Galveston, TX",33913
50005957400,"St. Johnsbury, Saint Johnsbury, VT",33912
13045910800,"Whitesburg, GA",33912
55079186500,"Walker's Point, Milwaukee, WI",33911
6019005302,"Fresno, CA",33911
12057013406,"Brandon, FL",33911
51067020700,"Ferrum, VA",33909
25005651400,"New Bedford, MA",33909
47163042801,"Bristol, TN",33909
26103000600,"Marquette, MI",33908
17135957800,"Litchfield, IL",33908
5089960202,"Flippin, AR",33908
4027010910,"Foothills, Yuma, AZ",33908
11001009505,"Northeast Washington, Washington, DC",33907
25001012102,"West Yarmouth, Yarmouth, MA",33907
37171930302,"Mount Airy, NC",33907
39073965000,"Laurelville, OH",33907
12071030300,"Alva, FL",33907
41011000400,"North Bend, OR",33905
6037575802,"Willmore, Long Beach, CA",33905
48141004003,"Pecan Grove, El Paso, TX",33904
28147950300,"Tylertown, MS",33904
45031010300,"Hartsville, SC",33904
29145020601,"Joplin, MO",33904
54031970200,"Moorefield, WV",33903
13045910501,"Carrollton, GA",33902
41041951400,"Toledo, OR",33902
8031008388,"Gateway, Denver, CO",33902
48215024107,"Mission, TX",33900
26163577200,"Lincoln Park, MI",33898
40017300500,"El Reno, OK",33897
1073010402,"Bessemer, AL",33897
20169000400,"Salina, KS",33896
6065041203,"Arlanza, Riverside, CA",33895
26105950400,"Ludington, MI",33894
12101030205,"Port Richey, FL",33893
47011011100,"Cleveland, TN",33893
22091951100,"Greensburg, LA",33892
26163583000,"Taylor, MI",33892
34005700104,"Palmyra, NJ",33892
36005006800,"Bronx County, NY",33891
39123051200,"Port Clinton, OH",33890
12071001912,"Fort Myers, FL",33890
51199051100,"Williamsburg, VA",33890
1065040000,"Moundville, AL",33890
1127020800,"Jasper, AL",33890
48491021603,"Jarrell, TX",33890
39167020900,"Marietta, OH",33890
12127090202,"DeLand, FL",33890
48061013203,"Brownsville, TX",33890
17137952000,"Jacksonville, IL",33889
39053953800,"Crown City, OH",33889
12099003101,"West Palm Beach, FL",33889
42003560500,"Pittsburgh, PA",33888
12005002705,"Tierra Verde Ph 2, Panama City Beach, FL",33887
37159050500,"Salisbury, NC",33887
37119003106,"Starmount, Charlotte, NC",33887
32005002000,"Carson City, NV",33887
9003510200,"East Hartford, CT",33887
12086004901,"Flagami, Miami, FL",33886
17031830900,"Logan Square, Chicago, IL",33886
36005033800,"Bronx County, NY",33886
6073010502,"Imperial Beach, CA",33885
42049001100,"Erie, PA",33884
40061279100,"Keota, OK",33884
42055011000,"Chambersburg, PA",33884
12095013405,"Southeast Orlando, Orlando, FL",33884
53025010800,"The Base, Moses Lake, WA",33882
12099003511,"Palm Beach, FL",33882
12115002505,"Venice, FL",33882
39035152604,"Euclid, OH",33881
48029151700,"Harlandale, San Antonio, TX",33881
12086005104,"Little Havana, Miami, FL",33881
18003000500,"Spy Run, Fort Wayne, IN",33880
6037226420,"South Los Angeles, Los Angeles, CA",33879
18169102800,"Wabash, IN",33879
36107020500,"Owego, NY",33879
26163566700,"Wayne, MI",33877
1049961000,"Fort Payne, AL",33876
48479001811,"Lost Creek Subdivision, Laredo, TX",33876
49035111500,"South Salt Lake, UT",33875
17019005600,"Urbana, IL",33875
39113021302,"Kettering, OH",33875
2020001731,"Northeast Anchorage, Anchorage, AK",33874
6047000602,"Atwater, CA",33874
48141004105,"El Paso, TX",33874
13063040620,"Jonesboro, GA",33874
32003001608,"Las Vegas, NV",33873
4013082211,"Cambridge Estates, Avondale, AZ",33873
1059973400,"Red Bay, AL",33872
6053014102,"Marina, CA",33872
27137003400,"West Duluth, Duluth, MN",33872
35006974201,"Grants, NM",33870
13025960200,"Nahunta, GA",33870
21111012703,"Pleasure Ridge Park, Louisville, KY",33870
18005011400,"Columbus, IN",33870
12103020105,"Saint Petersburg, FL",33869
6073018603,"East Side Capistrano, Oceanside, CA",33869
55079017200,"Layton Park, Milwaukee, WI",33869
35006974700,"Grants, NM",33869
51185020500,"Raven, VA",33868
1127021500,"Cordova, AL",33866
1103005702,"Union Grove, AL",33866
37183054106,"Southeast Raleigh, Raleigh, NC",33866
29149480100,"Alton, MO",33865
51137110300,"Gordonsville, VA",33865
29055450301,"Cuba, MO",33865
48053960700,"Marble Falls, TX",33865
29001950200,"Novinger, MO",33864
41053020400,"Sheridan, OR",33863
37035011802,"Vale, NC",33863
48141010336,"Saint Vitus, El Paso, TX",33863
37063002025,"Durham, NC",33863
47125102004,"Clarksville, TN",33862
39025041701,"Amelia, OH",33862
12099005934,"Villages of Oriole, Delray Beach, FL",33862
53063012300,"Spokane Valley, WA",33862
28129950100,"Raleigh, MS",33862
45075010900,"Orangeburg, SC",33861
26059050900,"Hillsdale, MI",33860
48113000500,"Oak Lawn, Dallas, TX",33860
12015020602,"Port Charlotte, FL",33859
35005001200,"Roswell, NM",33859
6037900605,"Lancaster, CA",33859
40119010102,"Stillwater, OK",33858
39093097200,"Lorain, OH",33858
1019956000,"Centre, AL",33858
39031961200,"Conesville, OH",33857
6089010500,"Greenwood, Redding, CA",33857
34017002300,"Downtown Jersey City, Jersey City, NJ",33857
15009031801,"Kualapuu, HI",33856
6065042903,"Perris, CA",33855
37173960301,"Bryson City, NC",33855
6033000801,"Clearlake, CA",33854
21111012501,"Shively, KY",33854
6007000104,"Chico, CA",33854
21139040200,"Smithland, KY",33854
15009030901,"Wailuku, HI",33853
49049002801,"Franklin South, Provo, UT",33853
6037204920,"Boyle Heights, Los Angeles, CA",33853
41015950200,"Gold Beach, OR",33852
6073001400,"North Park, San Diego, CA",33852
17183010200,"Hoopeston, IL",33852
54039001800,"Charleston, WV",33852
18039001901,"Elkhart, IN",33851
39169000100,"Wooster, OH",33851
17187870500,"Monmouth, IL",33851
39155931700,"Hubbard, OH",33851
47179061702,"Jonesborough, TN",33850
6019007002,"Selma, CA",33849
39133601902,"Deerfield, OH",33848
39083007100,"Mount Vernon, OH",33847
41051004200,"North Portland, Portland, OR",33847
6061020901,"Theiles Manor, Roseville, CA",33846
2150000500,"Kodiak, AK",33845
6037402101,"Westmont, Pomona, CA",33845
40109107213,"Central Oklahoma City, Oklahoma City, OK",33844
12105012409,"Auburndale, FL",33844
36061027100,"Fort George, New York, NY",33843
27047180600,"Albert Lea, MN",33843
41005022201,"Southgate, Happy Valley, OR",33843
37113970400,"Franklin, NC",33842
13025960300,"Hoboken, GA",33842
47045964200,"Dyersburg, TN",33841
42097082100,"Sunbury, PA",33841
8101002912,"Pueblo West, CO",33841
47005963200,"Holladay, TN",33841
54057010300,"Ridgeley, WV",33840
23019004100,"Brewer, ME",33840
21117061400,"West Latonia, Covington, KY",33839
32003005436,"Pittmann, Henderson, NV",33838
39035124201,"Jefferson, Cleveland, OH",33838
20173006600,"McConnell Air Force Base, KS",33838
51820003300,"Waynesboro, VA",33838
36119000702,"Northwest Yonkers, Yonkers, NY",33837
47097050503,"Ripley, TN",33837
45083022201,"Spartanburg, SC",33835
48113015403,"Grand Prairie, TX",33835
6037120108,"Panorama City, Los Angeles, CA",33835
18003011304,"Fort Wayne, IN",33835
35013000800,"Las Cruces, NM",33835
42077001401,"Fairview, Allentown, PA",33834
44007011100,"Central Falls, RI",33834
48333950100,"Mullin, TX",33834
48453002409,"South Austin, Austin, TX",33834
12086000709,"Hialeah, FL",33834
12071020700,"Hancock, North Fort Myers, FL",33833
2020002502,"Taku / Campbell, Anchorage, AK",33831
48141000206,"Northeast El Paso, El Paso, TX",33831
19179961000,"Ottumwa, IA",33830
45091061501,"York, SC",33828
12011110322,"Miramar, FL",33827
20173005900,"South Area, Wichita, KS",33827
53047940200,"Okanogan, WA",33826
6037127102,"Van Nuys, Los Angeles, CA",33826
13237960102,"Eatonton, GA",33826
12101031506,"Seven Springs Homes, New Port Richey, FL",33826
36081045500,"Queens County, NY",33826
36047098800,"Kings County, NY",33825
48029141600,"Brookside, San Antonio, TX",33825
51119950900,"Water View, VA",33825
34013012000,"Irvington, NJ",33824
33007950200,"Colebrook, NH",33824
13067030104,"Acworth, GA",33824
37045950101,"Casar, NC",33824
47035970800,"Rockwood, TN",33823
47073050301,"Rogersville, TN",33823
12011091201,"West Hollywood, Hollywood, FL",33822
12061050903,"Vero Beach, FL",33821
53063001600,"Bemiss, Spokane, WA",33821
6073020213,"Central Escondido, Escondido, CA",33821
37045950102,"Polkville, NC",33820
48141010344,"El Paso, TX",33820
29223690300,"Piedmont, MO",33819
12111381803,"Port St. Lucie, FL",33819
8025969600,"Ordway, CO",33819
48029180902,"North Central, San Antonio, TX",33818
41003001001,"Corvallis, OR",33818
6037277200,"Westchester, Los Angeles, CA",33818
2122000600,"Kenai, AK",33817
26021001900,"Sodus, Sodus Township, MI",33817
36061017000,"East Harlem, New York, NY",33817
42101006200,"Southwest Philadelphia, Philadelphia, PA",33815
39049005810,"Merion Village, Columbus, OH",33815
26149040600,"Sturgis, MI",33815
17101881000,"Lawrenceville, IL",33815
25025101002,"Southern Mattapan, Boston, MA",33815
21111011710,"Louisville, KY",33814
48479001502,"Las Cruces, Laredo, TX",33814
56001962800,"Laramie, WY",33814
35007950700,"Cimarron, NM",33813
48029131614,"Estates / Mission Hills, San Antonio, TX",33813
51019030402,"Bedford, VA",33813
48479001501,"Eastern Division, Laredo, TX",33812
25027710500,"Fitchburg, MA",33812
37019020201,"Leland, NC",33811
47037011500,"East Nashville, Nashville, TN",33811
6071009800,"Victorville, CA",33811
54055001400,"Princeton, WV",33811
9009352300,"Waterbury, CT",33811
45051060406,"Myrtle Beach, SC",33811
48201422900,"Braeburn, Houston, TX",33810
48027021100,"Temple, TX",33809
51650010800,"Phoebus, Hampton, VA",33809
42003260200,"Perry North, Pittsburgh, PA",33809
48029171902,"Far West Side, San Antonio, TX",33809
40109108602,"Southwest Oklahoma City, Oklahoma City, OK",33808
39081011800,"Mingo Junction, OH",33808
47107970401,"Athens, TN",33808
48201223001,"Fairgreen, Houston, TX",33808
28023950100,"Quitman, MS",33806
6071010025,"Victorville, CA",33806
1073005903,"Huffman, Birmingham, AL",33806
22051027810,"Harvey, LA",33805
48303001801,"Stubbs-Stewart, Lubbock, TX",33805
4019004070,"Tucson, AZ",33805
37189920400,"Boone, NC",33804
6037106408,"Sylmar, Los Angeles, CA",33804
12081001908,"Ellenton, FL",33803
12127090701,"DeLand, FL",33803
30013001700,"Great Falls, MT",33803
6037127103,"Van Nuys, Los Angeles, CA",33803
13313000700,"Rocky Face, GA",33803
55059001800,"Kenosha, WI",33802
54055001600,"Bramwell, WV",33802
48141004202,"Ranchland West, El Paso, TX",33801
29510119102,"Central West End, St. Louis, MO",33801
35013001500,"Las Cruces, NM",33800
12115002718,"Englewood, FL",33800
12009069700,"Buttonwood Manor, Merritt Island, FL",33800
29009960300,"Monett, MO",33799
6037104500,"Pacoima, Los Angeles, CA",33799
29095011900,"Independence, MO",33799
40131050701,"Chelsea, OK",33798
6107003002,"Tulare, CA",33798
47093004613,"Knoxville, TN",33798
39007000704,"Ashtabula, OH",33798
54001965500,"Philippi, WV",33798
6037221110,"Central LA, Los Angeles, CA",33797
51678930500,"Lexington, VA",33797
45063020903,"Pelion, SC",33796
22051027811,"Harvey, LA",33795
6071001103,"Ontario, CA",33795
6037210010,"Central LA, Los Angeles, CA",33795
1101005606,"Montgomery, AL",33794
12101030302,"Gulf Harbors Sea Forest, New Port Richey, FL",33794
48439122900,"East Arlington, Arlington, TX",33794
37109070201,"Lincolnton, NC",33794
34031182800,"Paterson, NJ",33794
19193000100,"Sioux City, IA",33794
47065002800,"Hilltop, Chattanooga, TN",33794
22111960200,"Spearsville, LA",33794
37127010700,"Nash County, NC",33792
47111970400,"Westmoreland, TN",33792
12103026400,"Clearwater, FL",33792
12057013002,"Plant City, FL",33791
24033804600,"Brentwood, MD",33791
48013960201,"Lytle, TX",33790
17201003604,"Rockford, IL",33789
12033002701,"Shangri-la-place, Pensacola, FL",33789
34029724000,"Toms River, NJ",33789
42079217001,"Luzerne County, PA",33788
49035112403,"Midvale, UT",33787
12081000202,"Bradenton, FL",33787
37151031306,"Climax, NC",33787
54109003200,"Corinne, WV",33786
12057013315,"Tampa, FL",33786
12021011105,"Naples, FL",33785
26161416000,"Allen, Ypsilanti, MI",33785
48303000500,"Lubbock, TX",33784
28085950100,"Wesson, MS",33784
55001950700,"Wisconsin Dells, WI",33784
47013950400,"Caryville, TN",33783
42073001000,"New Castle, PA",33781
39093070200,"Elyria, OH",33777
6071006604,"Colton, CA",33777
9001257200,"Brooklawn - St. Vincent, Bridgeport, CT",33775
39033974900,"Crestline, OH",33775
12005000900,"Panama City, FL",33775
37067003313,"Kernersville, NC",33774
13291000205,"Blairsville, GA",33773
41029001700,"Talent, OR",33772
49049002802,"Spring Creek, Provo, UT",33772
6071003612,"Colton, CA",33772
32003002823,"Las Vegas, NV",33772
6001410100,"Foothill Square, Oakland, CA",33771
12103021500,"Downtown, Saint Petersburg, FL",33771
1015002200,"Piedmont, AL",33771
13157010400,"Commerce, GA",33771
6013307202,"Antioch, CA",33769
4013116609,"Laveen Village, Phoenix, AZ",33769
26163564000,"Canton, MI",33769
29095017200,"Park Farms, Kansas City, MO",33768
6013375000,"Belding Woods, Richmond, CA",33768
36109000900,"Ithaca, NY",33766
36081081400,"Queens County, NY",33766
39061023201,"Cincinnati, OH",33766
40143007101,"Tulsa, OK",33765
45003020301,"Aiken, SC",33765
6001423200,"Southwest Berkeley, Berkeley, CA",33765
6037502003,"East Whitter, Whittier, CA",33763
4013092311,"Glendale, AZ",33763
32003003421,"Summerlin, Las Vegas, NV",33762
34039039600,"Plainfield, NJ",33762
45007010401,"Williamston, SC",33762
6075016900,"The Castro, San Francisco, CA",33761
39035140500,"Cleveland Heights, OH",33761
39061021802,"Cincinnati, OH",33759
17031830300,"Park Forest, IL",33757
6047000802,"Atwater, CA",33757
1123962200,"Alexander City, AL",33757
4003001100,"Bisbee, AZ",33754
22089062200,"Saint Rose, LA",33754
48073950900,"Rusk, TX",33753
51690000500,"Martinsville, VA",33753
1121010101,"Oxford, AL",33753
13055010200,"Trion, GA",33753
6037127400,"Van Nuys, Los Angeles, CA",33753
6065043312,"Hemet, CA",33752
13157010500,"Nicholson, GA",33752
54037972702,"Harpers Ferry, WV",33751
12086005704,"Flagami, Miami, FL",33750
22033003507,"Park Forest/LA North, Baton Rouge, LA",33750
12031010401,"Northside, Jacksonville, FL",33749
54025950400,"Lewisburg, WV",33748
48441010900,"North E. Hwy 80, Abilene, TX",33748
36047034500,"Kings County, NY",33747
18069961600,"Huntington, IN",33747
34005702811,"Willingboro, NJ",33747
26055550500,"Grawn, MI",33746
53073000501,"Sunnyland, Bellingham, WA",33746
51047930502,"Culpeper, VA",33746
39153531002,"Akron, OH",33746
1081040901,"Cary Woods, Auburn, AL",33745
54099020100,"Huntington, WV",33745
48099010804,"Copperas Cove, TX",33745
12013010100,"Altha, FL",33742
6037534405,"Cudahy, CA",33742
47119010802,"Columbia, TN",33741
35045942900,"Newcomb, NM",33740
48479001711,"Interamerica Distribution Park, Laredo, TX",33740
6037402304,"Westmont, Pomona, CA",33740
5091020801,"Trinity, Texarkana, AR",33739
6037532200,"South Montebello, Montebello, CA",33739
16005001400,"Pocatello, ID",33739
36059407201,"Hempstead, NY",33738
6037570402,"Coolidge Triangle, Long Beach, CA",33738
12086009705,"North Miami Beach, FL",33738
40049681300,"Pauls Valley, OK",33738
15001021011,"Mountain View, HI",33736
48439100602,"Fort Worth, TX",33736
42101025500,"Northwest Philadelphia, Philadelphia, PA",33736
12101032902,"Lake Bernadette, Zephyrhills, FL",33736
6037910706,"Palmdale, CA",33736
4019004069,"Tucson, AZ",33736
12105012127,"Lakeland, FL",33735
26117970200,"Edmore, MI",33735
49035103100,"Liberty Wells, Salt Lake City, UT",33735
6037431100,"Monrovia, CA",33733
48303001901,"Maedgen Area, Lubbock, TX",33733
48439104900,"Bonnie Brae, Fort Worth, TX",33733
12095014702,"Metro West, Orlando, FL",33733
55009000100,"Green Bay, WI",33732
37159051801,"Kannapolis, NC",33732
17031240200,"West Town, Chicago, IL",33732
12103026703,"Clearwater, FL",33732
12099004401,"Lake Worth, FL",33730
6073002501,"City Heights, San Diego, CA",33730
42133001300,"York, PA",33729
41047000501,"Lansing, Salem, OR",33729
48215020903,"McAllen, TX",33728
48201432002,"Westside, Houston, TX",33727
55063000200,"Lower North Side, La Crosse, WI",33727
12097043800,"Saint Cloud, FL",33727
45019005600,"West Ashley, Charleston, SC",33727
12011031002,"Pompano Beach, FL",33726
34025805500,"Long Branch, NJ",33726
33013032600,"Concord, NH",33726
36061003400,"Alphabet City, New York, NY",33726
6071003102,"Fontana, CA",33726
34001010503,"Galloway, NJ",33725
37151030504,"Trinity, NC",33725
37195001600,"Lucama, NC",33725
48113018203,"Garland, TX",33723
12117022208,"Winter Park, FL",33723
51139030200,"Luray, VA",33721
34011040901,"Vineland, NJ",33720
32003002956,"Las Vegas, NV",33720
12105012404,"Polk City, FL",33720
36005005400,"Bronx County, NY",33720
18019050306,"Jeffersonville, IN",33720
48113014901,"Irving, TX",33719
49035113802,"Kearns, UT",33719
6037231800,"South Figueroa Corridor, Los Angeles, CA",33718
36081065000,"Queens County, NY",33718
28029950300,"Crystal Springs, MS",33717
21133950600,"Blackey, KY",33717
48113016610,"DeSoto, TX",33717
13187960202,"Dahlonega, GA",33717
6073015701,"El Cajon, CA",33716
12095016402,"Orlando, FL",33716
4019004617,"Sonoran Palms Townhomes, Tucson, AZ",33716
1075030000,"Sulligent, AL",33715
26065005303,"Lansing, MI",33714
48201241500,"Humble, TX",33714
32003003643,"North Las Vegas, NV",33713
48113005300,"Oak Cliff, Dallas, TX",33712
55079018700,"Lincoln Village, Milwaukee, WI",33711
18019050100,"Jeffersonville, IN",33710
47035970101,"Crossville, TN",33710
40021977800,"Tahlequah, OK",33708
17031230500,"Hermosa, Chicago, IL",33708
32003000519,"Stewart Place, Las Vegas, NV",33707
35049010602,"Santa Fe, NM",33707
48265960700,"Kerrville, TX",33706
12009064301,"Melbourne, FL",33706
33007950100,"Clarksville, NH",33706
37097061101,"Statesville, NC",33705
6057000502,"Grass Valley, CA",33703
36081099801,"Queens County, NY",33702
21111006900,"Germantown, Louisville, KY",33702
39057255000,"Yellow Springs, OH",33701
45063020201,"Cayce, SC",33700
32019960201,"Silver Springs, NV",33700
12017451400,"Inverness, FL",33700
12095016406,"Winter Park, FL",33699
6065042743,"Menifee, CA",33697
6037226410,"South Los Angeles, Los Angeles, CA",33697
48485011500,"Wichita Falls, TX",33696
36007011903,"Lisle, NY",33696
40109102000,"Central Oklahoma City, Oklahoma City, OK",33696
12083001302,"Ocala, FL",33696
37125950602,"Pinehurst, NC",33695
48061011903,"Santa Maria, TX",33695
6073015802,"El Cajon, CA",33695
55079012400,"Wick Field, Milwaukee, WI",33694
28013950300,"Calhoun City, MS",33694
26125175200,"Hazel Park, MI",33694
42101010000,"West Philadelphia, Philadelphia, PA",33694
12095017300,"Winter Garden, FL",33693
37057061702,"Lexington, NC",33693
48453002002,"South Austin, Austin, TX",33693
47131965300,"Hornbeak, TN",33692
47081950500,"Nunnelly, TN",33692
37081014410,"High Point, NC",33692
36003950700,"Wellsville, NY",33691
36005039800,"Bronx County, NY",33691
16001001000,"Depot Bench, Boise, ID",33691
6037201504,"Northeast Los Angeles, Los Angeles, CA",33690
5069000301,"White Hall, AR",33690
37125950200,"Robbins, NC",33690
1073005910,"Echo Highlands, Birmingham, AL",33689
48029181402,"Northwest Side, San Antonio, TX",33689
34007610800,"Pennsauken Township, NJ",33689
26079950602,"Kalkaska, MI",33689
26163588200,"Belleville, MI",33688
42003281400,"Crafton Heights, Pittsburgh, PA",33687
35001003202,"La Luz, Albuquerque, NM",33687
17031480100,"Calumet Heights, Chicago, IL",33687
6053010506,"Salinas, CA",33686
6085503123,"Almaden - Clara Filice, San Jose, CA",33685
22073010503,"Eros, LA",33685
50025967600,"Putney, VT",33684
12081001601,"Palmetto, FL",33684
13007960200,"Leary, GA",33684
53047940100,"Coulee Dam, WA",33683
13279970400,"Vidalia, GA",33683
26021021200,"Niles, MI",33683
6067004905,"Southwestern Sacramento, Sacramento, CA",33681
34039034400,"Roselle, NJ",33681
51087200600,"Richmond, VA",33681
48167723000,"La Marque, TX",33680
36081099200,"Queens County, NY",33680
6037408138,"La Puente, CA",33680
11001004902,"Downtown, Washington, DC",33679
39113002900,"Belmont, Dayton, OH",33678
34013009700,"North Broadway, Newark, NJ",33678
42069110800,"Carbondale, PA",33677
28079040600,"Carthage, MS",33676
21133950500,"Eolia, KY",33676
12073000903,"Tallahassee, FL",33676
34031180202,"Paterson, NJ",33676
18141003500,"South Bend, IN",33675
48453001504,"Crestview, Austin, TX",33674
48479001401,"Western Division, Laredo, TX",33674
42079201300,"Wilkes-Barre, PA",33673
48113014407,"Irving, TX",33672
6065046101,"Blythe, CA",33672
29189210200,"St. Louis, MO",33672
34017004200,"West Side, North Bergen, NJ",33672
45077010401,"Pickens, SC",33672
18141011201,"South Bend, IN",33672
22095070500,"LaPlace, LA",33672
26081001200,"Highland Park, Grand Rapids, MI",33671
17165955100,"Eldorado, IL",33671
20209045200,"Rosedale, Kansas City, KS",33671
13035150300,"Jackson, GA",33671
39049002760,"Eastmoor, Columbus, OH",33671
47001020400,"Oak Ridge, TN",33670
37119001605,"Windsor Park, Charlotte, NC",33670
4013422401,"Gilbert, AZ",33670
53035080500,"Bremerton, WA",33669
48017950100,"Muleshoe, TX",33668
6037185310,"Northeast Los Angeles, Los Angeles, CA",33668
28047003206,"Gulfport, MS",33668
5139950700,"El Dorado, AR",33667
23009965300,"Bucksport, ME",33667
42103950900,"Greentown, PA",33667
12129010201,"Crawfordville, FL",33666
12086000213,"Miami, FL",33666
36117021502,"Wolcott, NY",33665
54103030700,"New Martinsville, WV",33665
29123960200,"Fredericktown, MO",33664
54055001500,"Princeton, WV",33664
8001008801,"Commerce City, CO",33663
4013071912,"Downtown, Peoria, AZ",33662
12053041004,"Spring Hill, FL",33662
37033930500,"Reidsville, NC",33662
6037572400,"Upper Westside, Long Beach, CA",33661
26073000200,"Lake Isabella, MI",33661
35001000502,"Nob Hill, Albuquerque, NM",33660
17031220602,"Logan Square, Chicago, IL",33660
6047002202,"Los Banos, CA",33660
39029950600,"Salem, OH",33660
54051020500,"Benwood, WV",33659
37021003102,"Black Mountain, NC",33659
2170001001,"Lakes, Wasilla, AK",33658
42101002801,"South Philadelphia, Philadelphia, PA",33658
48215022402,"Weslaco, TX",33658
48479000109,"Laredo, TX",33658
22057020900,"Raceland, LA",33656
51087200700,"Richmond, VA",33655
6067009010,"California Jazz, Rancho Cordova, CA",33655
45003022002,"Aiken, SC",33654
36047092800,"Kings County, NY",33654
48323950700,"Eagle Pass, TX",33654
32003002958,"Las Vegas, NV",33653
46039953700,"Clear Lake, SD",33652
48215022401,"Weslaco, TX",33652
4013105501,"North Mountain Village, Phoenix, AZ",33652
6067001700,"Southeastern Sacramento, Sacramento, CA",33651
36047020700,"Kings County, NY",33651
33009961300,"Alexandria, NH",33651
19127950600,"Marshalltown, IA",33651
12095016734,"Orlando, FL",33650
24510272007,"Fallstaff, Baltimore, MD",33649
37071033307,"Gastonia, NC",33649
21073071100,"Frankfort, KY",33649
26161415400,"Carpenter, Ann Arbor, MI",33649
48217960400,"Whitney, TX",33649
1057020200,"Fayette, AL",33649
4019004715,"Tucson, AZ",33649
35061970901,"Belen, NM",33648
39077915800,"Norwalk, OH",33648
6037533202,"Huntington Park, CA",33648
6037603005,"Gardena, CA",33648
47143975100,"Spring City, TN",33647
48241950100,"Brookeland, TX",33647
18105000502,"Bloomington, IN",33647
48141010501,"San Elizario, TX",33646
6007001703,"Magalia, CA",33646
6037120106,"Panorama City, Los Angeles, CA",33645
12115000602,"Sarasota, FL",33645
42079213200,"Edwardsville, PA",33645
42077009600,"Dutch Hill, Allentown, PA",33645
12127080202,"Oakview Heights, Ormond Beach, FL",33644
12011050502,"Fort Lauderdale, FL",33644
40143004800,"Tulsa, OK",33643
12011060123,"Inverrary, Lauderhill, FL",33643
12103025106,"South Pinellas Community Council, Saint Petersburg, FL",33643
24033806713,"Greenbelt, MD",33643
48029141800,"Elmendorf, TX",33642
48369950200,"Friona, TX",33642
6067005402,"North Sacramento, Sacramento, CA",33642
55079015700,"Walker's Point, Milwaukee, WI",33641
6037462100,"North Central, Pasadena, CA",33641
32003003607,"North Las Vegas, NV",33641
21111011713,"Louisville, KY",33640
40031002404,"Fort Sill, OK",33640
1129044100,"Wagarville, AL",33640
53077940003,"Harrah, WA",33639
13107970100,"Twin City, GA",33639
47107970101,"Niota, TN",33639
15001022102,"Hawaii County, HI",33638
13217100100,"Oxford, GA",33637
39017010102,"Oxford, OH",33637
12055960200,"Avon Park, FL",33636
4005000200,"Flagstaff, AZ",33636
12095015002,"Ocoee, FL",33636
12071001913,"Fort Myers, FL",33636
48215022203,"Donna, TX",33636
21067002600,"Lexington, KY",33636
47163040900,"Kingsport, TN",33634
47093001800,"Knoxville, TN",33633
8031004504,"West, Denver, CO",33633
22095071100,"Edgard, LA",33633
29077001400,"Springfield, MO",33632
37129011606,"Wilmington, NC",33632
42003110200,"Highland Park, Pittsburgh, PA",33632
4017965300,"Show Low, AZ",33632
54055002300,"Princeton, WV",33630
32003006800,"Las Vegas, NV",33630
29077000900,"Rountree, Springfield, MO",33630
6029002100,"Lakeview, Bakersfield, CA",33630
26013000200,"Baraga, MI",33629
13295020602,"LaFayette, GA",33628
12071010102,"Mariner, Cape Coral, FL",33627
6019005304,"Fresno, CA",33626
6037533104,"Huntington Park, CA",33624
8101002801,"Highland Park, Pueblo, CO",33624
47035970200,"Crossville, TN",33623
37175960600,"Lake Toxaway, NC",33623
36003950600,"Friendship, NY",33623
35001003001,"Near North Valley, Albuquerque, NM",33622
12103025604,"Largo, FL",33622
48429950300,"Breckenridge, TX",33621
18089030800,"East Chicago, IN",33621
41001950400,"Baker City, OR",33621
36105950700,"Liberty, NY",33621
