"tract","Name","Individual_Income_Excluding_Spouse_rP_gF_pall"
44003020903,"East Greenwich, RI",42932
36047016600,"Kings County, NY",42926
25017334300,"Reading, MA",42921
36085013201,"Richmond County, NY",42914
34007607505,"Voorhees Township, NJ",42907
9015825000,"Scotland, CT",42907
9003492500,"Wethersfield, CT",42905
25021402300,"Dedham, MA",42904
12071040111,"Legends Golf & Country Club, Fort Myers, FL",42900
29189216600,"Richmond Heights, MO",42892
25017361100,"Concord, MA",42892
36081075702,"Queens County, NY",42887
39035131104,"Beachwood, OH",42882
34023008405,"Kendall Park, South Brunswick Township, NJ",42878
36119007700,"Rye, NY",42877
36085012100,"Richmond County, NY",42876
26125196800,"Troy, MI",42873
51059415600,"Alexandria, VA",42873
6075047701,"Central Richmond, San Francisco, CA",42872
12086008000,"Old Cutler, Coral Gables, FL",42870
39049006392,"Perry Highlands, Worthington, OH",42868
34013021300,"Cedar Grove, NJ",42857
9001220200,"New Fairfield, CT",42852
13121009802,"Buckhead, Atlanta, GA",42851
10003013506,"Newark, DE",42849
12109020710,"Ponte Vedra Beach, FL",42845
26161402300,"King, Ann Arbor, MI",42842
25009209200,"Lynnfield, MA",42842
6037262100,"Bel Air, Los Angeles, CA",42840
9001060300,"Fairfield, CT",42839
36059517000,"Glen Cove, NY",42838
6073009504,"Scripps Ranch, San Diego, CA",42834
48085031659,"Plano, TX",42831
25027741102,"Southborough, MA",42826
13121009501,"Buckhead, Atlanta, GA",42814
24031700828,"Gaithersburg, MD",42805
36059406300,"Garden City, NY",42803
36119007600,"Rye, NY",42802
12099007835,"Palm Beach Gardens, FL",42799
39049007041,"Northwoods, Columbus, OH",42792
6075035400,"Parkside, San Francisco, CA",42784
36081122300,"Queens County, NY",42784
6081605800,"Central San Mateo, San Mateo, CA",42772
25017358300,"Lexington, MA",42772
36119012102,"Thornwood, NY",42764
36059413400,"Oceanside, NY",42757
12057011709,"Town N Country Alliance, Tampa, FL",42756
25017363103,"Acton, MA",42753
34027043402,"Morristown, NJ",42751
6085504311,"Berryessa, San Jose, CA",42751
36119010600,"Ardsley, NY",42746
51013102802,"Claremont, Arlington, VA",42744
36119014805,"Yorktown Heights, NY",42739
34003009100,"Demarest, NJ",42733
9001090300,"Trumbull, CT",42731
36119001900,"Northwest Yonkers, Yonkers, NY",42731
34013021802,"West Caldwell, NJ",42729
22071011700,"Uptown/Carrollton, New Orleans, LA",42728
36103110101,"Lloyd Harbor, NY",42717
25025070200,"Chinatown, Boston, MA",42708
36059415802,"Wantagh, NY",42707
17031819802,"Western Springs, IL",42695
9003487100,"South Windsor, CT",42694
34003019306,"Fort Lee, NJ",42693
9001060700,"Fairfield, CT",42691
9001061100,"Fairfield, CT",42690
12099007814,"Palm Beach Gardens, FL",42688
36119012600,"Katonah, NY",42685
27053106600,"Calhoun Isles, Minneapolis, MN",42679
25017356400,"Arlington, MA",42676
6037262400,"Brentwood, Los Angeles, CA",42673
6013348000,"Lafayette, CA",42669
36119009702,"White Plains, NY",42667
9001030100,"Darien, CT",42667
34003044100,"Ramsey, NJ",42658
25017366201,"Wayland, MA",42653
11001001401,"Northwest Washington, Washington, DC",42652
6001423800,"Claremont, Berkeley, CA",42646
17043845300,"Hinsdale, IL",42644
34013020200,"Essex County, NJ",42641
48113013101,"North Dallas, Dallas, TX",42637
17031805702,"Park Ridge, IL",42636
34021004309,"Robbinsville, NJ",42633
6041126100,"Mill Valley, CA",42626
6075010800,"Nob Hill, San Francisco, CA",42619
51059461100,"Vienna, VA",42618
9003462201,"Avon, CT",42615
36059404400,"Floral Park, NY",42615
17097863702,"Libertyville, IL",42615
6041128200,"Mill Valley, CA",42611
17043844002,"Elmhurst, IL",42610
9001022400,"Cove - East Side - Shippan, Stamford, CT",42610
17031801300,"Wilmette, IL",42605
25021419700,"Braintree, MA",42603
42091205503,"Penn Wynne, Wynnewood, PA",42602
9003460202,"Farmington, CT",42592
34007603506,"Greentree, Cherry Hill, NJ",42578
21067003916,"Greenbrier Residents, Lexington, KY",42575
36005034500,"Bronx County, NY",42568
51059421102,"Alexandria, VA",42561
51059460900,"Vienna, VA",42561
36103112102,"Dix Hills, NY",42559
34035053706,"Somerset County, NJ",42555
24031700826,"Gaithersburg, MD",42553
39035179101,"Pepper Pike, OH",42552
25009209100,"Lynnfield, MA",42549
36119010801,"Hartsdale, NY",42543
36059406600,"Mott Section, Garden City, NY",42543
36059404500,"Floral Park, NY",42524
13121009801,"Buckhead, Atlanta, GA",42515
34003049001,"River Vale, NJ",42513
15003000600,"Waialae - Kahala, Honolulu, HI",42511
42091204600,"Penn Valley, PA",42511
24005491000,"Baltimore, MD",42509
24027602304,"Ellicott City, MD",42507
22071012000,"Audubon, New Orleans, LA",42506
51153901410,"Linton Hall, Bristow, VA",42505
36103135208,"Commack, NY",42498
6081609300,"San Carlos, CA",42494
39061024400,"Cincinnati, OH",42488
36103158002,"Stony Brook, NY",42485
42091200602,"North Wales, PA",42478
36103112211,"Dix Hills, NY",42476
6081608023,"Foster City, CA",42470
17031411100,"Hyde Park, Chicago, IL",42468
36087011401,"New City, NY",42468
36087013401,"Tappan, NY",42467
36047028000,"Kings County, NY",42463
36119013000,"Mount Kisco, NY",42460
36005013000,"Bronx County, NY",42458
17031120100,"Forest Glen, Chicago, IL",42456
39049006310,"Middlesex Place, Columbus, OH",42453
17031800100,"Glencoe, IL",42452
34007603602,"Barclay-Kingston, Cherry Hill, NJ",42450
13067031212,"Atlanta, GA",42445
29189217701,"St. Louis, MO",42432
17097865000,"Lake Forest, IL",42431
36059415401,"Bellmore, NY",42431
25023503101,"Hanover, MA",42429
39061005100,"Hyde Park, Cincinnati, OH",42427
42101001102,"Center City, Philadelphia, PA",42427
36061014402,"Yorkville, New York, NY",42422
25021414200,"Sharon, MA",42420
36055012600,"Rochester, NY",42419
12071040112,"Colonial Country Club, Fort Myers, FL",42416
12089050201,"Fernandina Beach, FL",42415
26125196600,"Troy, MI",42413
51059491801,"Fairfax, VA",42413
9001030300,"Darien, CT",42408
34003053200,"Upper Saddle River, NJ",42408
36119001402,"Lincoln Park, Yonkers, NY",42405
34027043900,"Chatham Township, NJ",42398
24005403801,"Baltimore County, MD",42397
36103134703,"Northport, NY",42394
6075030800,"West of Twin Peaks, San Francisco, CA",42391
25009254402,"Andover, MA",42391
36059301400,"Port Washington, NY",42390
34009020901,"Stone Harbor, NJ",42390
6013343002,"Walnut Creek, CA",42389
29189215301,"Creve Coeur, MO",42384
6085510802,"Greenmeadow, Palo Alto, CA",42383
36103110402,"Centerport, NY",42379
34013021801,"West Caldwell, NJ",42379
25003933200,"Monterey, MA",42369
36119005200,"Bronxville, NY",42367
25017363104,"Acton, MA",42365
6001423700,"Berkeley, CA",42364
34023001412,"Edison, NJ",42357
36059517400,"Sea Cliff, NY",42357
6085503324,"East San Jose, San Jose, CA",42354
25017318400,"Westford, MA",42348
34003008000,"Cresskill, NJ",42346
36059415600,"Wantagh, NY",42344
25009254301,"Andover, MA",42342
24031704805,"Bethesda, MD",42339
6013385100,"El Cerrito, CA",42338
25021405100,"Dover, MA",42338
42017105507,"Yardley, PA",42334
42029300202,"Berwyn, PA",42333
17031800500,"Winnetka, IL",42333
42101038600,"Chestnut Hill, Philadelphia, PA",42332
17097864411,"Deer Park, IL",42332
36087011101,"Valley Cottage, NY",42330
34003022200,"Glen Rock, NJ",42325
15003004600,"Nuuanu - Punchbowl, Honolulu, HI",42321
51059492203,"Fairfax Station, VA",42320
42029304405,"Downingtown, PA",42317
39113040102,"Woodbourne-Hyde Park, OH",42312
34025803300,"Holmdel, NJ",42307
9001090100,"Trumbull, CT",42306
36059414600,"North Merrick, NY",42304
36047001300,"Kings County, NY",42291
6075011200,"Nob Hill, San Francisco, CA",42287
36119012502,"South Salem, NY",42285
34003061300,"Wyckoff, NJ",42284
36119012200,"Pleasantville, NY",42281
36081141700,"Queens County, NY",42280
34003042302,"Paramus, NJ",42278
27053026018,"Eden Prairie, MN",42272
26125150200,"Bloomfield Hills, MI",42267
36119013700,"Ossining, NY",42264
6001400100,"Claremont Hills, Berkeley, CA",42262
6001442100,"Kimber - Gomes, Fremont, CA",42260
6037139703,"Encino, Los Angeles, CA",42259
6085507301,"Saratoga, CA",42258
13121009700,"Buckhead, Atlanta, GA",42250
34031246201,"Wayne, NJ",42238
24027602305,"Ellicott City, MD",42234
24033800518,"Bowie, MD",42233
6075032802,"Sunset District, San Francisco, CA",42228
17097865700,"Highland Park, IL",42228
34003024200,"Harrington Park, NJ",42228
6081604500,"Millbrae, CA",42225
34035053905,"Belle Mead, Montgomery, NJ",42224
51059480100,"Great Falls, VA",42224
53033024602,"Mercer Island, WA",42222
36047057400,"Kings County, NY",42215
36103200901,"East Hampton, NY",42212
36005028800,"Bronx County, NY",42208
36059412100,"East Rockaway, NY",42204
6081607300,"Beresford Park, San Mateo, CA",42201
6001443102,"Weibel, Fremont, CA",42191
6037800504,"Eastern Malibu, Malibu, CA",42189
36119012000,"Hawthorne, NY",42185
12099007616,"Boca Raton, FL",42185
36087011000,"Nyack, NY",42183
48201420900,"Southwest Houston, Bellaire, TX",42182
51059480401,"Great Falls, VA",42182
25009202200,"Swampscott, MA",42175
42029302802,"West Chester, PA",42173
6037670324,"Palos Verdes Estates, CA",42167
40143004101,"Tulsa, OK",42163
42091201201,"Gwynedd Valley, PA",42161
17031805301,"Morton Grove, IL",42155
36059302700,"North New Hyde Park, NY",42154
34001013500,"Linwood, NJ",42147
9003466202,"West Simsbury, Simsbury, CT",42131
39113040305,"Montgomery County, OH",42130
17043846513,"Naperville, IL",42129
6075031000,"West of Twin Peaks, San Francisco, CA",42125
42091202301,"Elkins Park, PA",42121
17097864904,"Deerfield, IL",42120
34035053603,"Somerville, NJ",42110
27053023902,"Minneapolis, MN",42108
27053025905,"West Bloomington, Minneapolis, MN",42108
11001000202,"Georgetown, Washington, DC",42107
36061013600,"Upper East Side, New York, NY",42091
13089022403,"Atlanta, GA",42088
6075013000,"Cow Hollow, San Francisco, CA",42086
24031701313,"Olney, MD",42086
36059519802,"Plainview, NY",42082
34027043303,"Morristown, NJ",42076
17031801000,"Wilmette, IL",42071
6013353002,"Orinda, CA",42064
36059517901,"Bayville, NY",42064
51059482303,"Reston, VA",42063
25017358600,"Lexington, MA",42062
36081049700,"Queens County, NY",42059
42091200104,"Montgomery County, PA",42054
39035184103,"Solon, OH",42052
17167002000,"Springfield, IL",42048
6037265700,"Westwood, Los Angeles, CA",42046
29189216400,"Moorlands, Clayton, MO",42046
34003040001,"Oradell, NJ",42043
6037800331,"Westlake Village, CA",42040
36081101700,"Queens County, NY",42034
26163550600,"Grosse Pointe Farms, MI",42033
6037113102,"Chatsworth, Los Angeles, CA",42029
34023006500,"East Brunswick, NJ",42027
6037269300,"Cheviot Hills, Los Angeles, CA",42026
9003497100,"West Hartford, CT",42024
36103135103,"Commack, NY",42023
6081613000,"Sharon Heights, Menlo Park, CA",42018
6013346101,"Walnut Creek, CA",42017
36061005600,"Midtown, New York, NY",42015
24031701213,"Rockville, MD",42013
51510200900,"North Ridge, Alexandria, VA",42009
36059517500,"Glen Head, NY",42009
6075035300,"Sunset District, San Francisco, CA",42002
36081070700,"Queens County, NY",41996
34003032102,"Mahwah, NJ",41995
6081612800,"Menlo Park, CA",41992
34013016100,"Upper Montclair, Montclair, NJ",41991
36103111900,"Huntington, NY",41983
51059492000,"Fairfax, VA",41981
13059002100,"Athens, GA",41976
42101001201,"Center City, Philadelphia, PA",41975
6013352102,"Moraga, CA",41972
6075042700,"Central Richmond, San Francisco, CA",41971
36103123600,"Amityville, NY",41966
36081152902,"Queens County, NY",41958
25023507104,"Duxbury, MA",41954
29189215400,"St. Louis, MO",41954
48157674200,"Sweetwater, Sugar Land, TX",41954
51059470500,"McLean, VA",41952
39049006236,"The Woods of Dublin, Dublin, OH",41951
19153003100,"Westwood, Des Moines, IA",41945
34027040702,"Butler, NJ",41930
34035050903,"Martinsville, Bridgewater, NJ",41927
36059414700,"Merrick, NY",41920
9001044600,"Rowayton, Norwalk, CT",41919
6037194102,"Central LA, Los Angeles, CA",41914
36081099701,"Queens County, NY",41913
36059303000,"New Hyde Park, NY",41908
26125157900,"West Bloomfield Township, MI",41908
17031070101,"Lincoln Park, Chicago, IL",41908
48201430600,"The Villages, Houston, TX",41907
36103112214,"Huntington Station, NY",41904
6037141202,"Sherman Oaks, Los Angeles, CA",41904
36119014810,"Yorktown Heights, NY",41902
34035052203,"Warren, NJ",41895
34007606200,"Haddonfield, NJ",41894
12099007006,"Boca Raton, FL",41893
36059304001,"Westbury, NY",41891
34003032201,"Mahwah, NJ",41889
51107611805,"Chantilly, VA",41888
17097865502,"Highland Park, IL",41883
34035053904,"Belle Mead, Montgomery, NJ",41881
42101036600,"Center City, Philadelphia, PA",41879
36119010100,"Scarsdale, NY",41870
34003045100,"Ridgefield, NJ",41868
6037102104,"Burbank, CA",41867
6075042602,"Central Richmond, San Francisco, CA",41863
9001020500,"Newfield - Westover - Turn of River, Stamford, CT",41857
6085511912,"Almaden, San Jose, CA",41857
17031804202,"Inverness, IL",41856
6013352201,"Corliss, Moraga, CA",41847
12086008415,"Miami, FL",41845
51059482504,"Herndon, VA",41839
24510271300,"Roland Park, Baltimore, MD",41836
9001245400,"Ridgefield, CT",41835
17031801200,"Wilmette, IL",41834
6037137504,"Woodland Hills, Los Angeles, CA",41833
36081074700,"Queens County, NY",41833
42017104201,"Doylestown, PA",41832
9003466102,"Simsbury, CT",41830
6001443301,"Warm Springs, Fremont, CA",41827
24031705501,"Chevy Chase, MD",41825
6075032601,"Outer Sunset, San Francisco, CA",41822
9009160200,"Woodbridge, CT",41815
13121009300,"Buckhead, Atlanta, GA",41813
6085504417,"Milpitas, CA",41810
25025070101,"Boston, MA",41810
53033004000,"Northeast Seattle, Seattle, WA",41809
42069110402,"Clarks Summit, PA",41795
36119010500,"Dobbs Ferry, NY",41795
6037800101,"Greater Mulwood, Calabasas, CA",41792
6085507205,"Los Gatos, CA",41790
34021003706,"Ewing Township, NJ",41790
42003140200,"Squirrel Hill North, Pittsburgh, PA",41785
6059062630,"Turtle Rock, Irvine, CA",41776
24005490701,"Towson, MD",41776
6059042333,"Laguna Hills, CA",41774
9001010202,"Cos Cob, Greenwich, CT",41765
34023000701,"Piscataway Township, NJ",41758
26125157100,"West Bloomfield Township, MI",41756
6037141400,"Encino, Los Angeles, CA",41753
34013020600,"Livingston, NJ",41748
25017384001,"Framingham, MA",41747
36081111300,"Queens County, NY",41742
34027044000,"Chatham Township, NJ",41742
20091050800,"Mission Hills, KS",41741
6085507703,"Cupertino, CA",41741
31055007316,"Omaha, NE",41736
6075012800,"Cow Hollow, San Francisco, CA",41735
36081099100,"Queens County, NY",41732
34013021602,"North Caldwell, NJ",41731
36087010804,"New City, NY",41727
6085503334,"Evergreen, San Jose, CA",41727
42029302000,"Malvern, PA",41724
51059492100,"Fairfax Station, VA",41721
34027043302,"Morristown, NJ",41718
42091210500,"Wyndmoor, PA",41713
34003059200,"Westwood, NJ",41708
8031004303,"East, Denver, CO",41705
27123040801,"Arden Hills, MN",41702
34039037400,"Cranford, NJ",41698
25017317202,"Chelmsford, MA",41695
53033004100,"Laurelhurst, Seattle, WA",41695
12086007807,"Pinecrest, FL",41693
12086007300,"Coconut Grove, Miami, FL",41690
36119002000,"Northeast Yonkers, Yonkers, NY",41690
12086007400,"Riviera, Coral Gables, FL",41686
34003020200,"Franklin Lakes, NJ",41685
6013347000,"Lafayette, CA",41684
42045407805,"Springfield, PA",41680
9003466300,"Simsbury Center, Simsbury, CT",41675
31055007441,"West Omaha, Omaha, NE",41670
36047061200,"Kings County, NY",41670
22071003800,"French Quarter, New Orleans, LA",41668
34003002200,"Northvale, NJ",41667
51059481201,"Reston, VA",41660
22071005604,"Lakeview, New Orleans, LA",41655
6085510801,"Palo Verde, Palo Alto, CA",41652
9003460301,"Unionville, Farmington, CT",41652
6067005803,"Sacramento, CA",41651
9009184400,"Branford, CT",41648
6037920303,"Los Angeles County, CA",41648
6075032700,"Outer Sunset, San Francisco, CA",41645
9009343102,"Cheshire Village, Cheshire, CT",41641
55079035100,"Fox Point, WI",41640
6067009637,"Elk Grove, CA",41639
36119005300,"Pelham, Village of Pelham, NY",41637
6037188202,"Central LA, Los Angeles, CA",41637
12057006101,"South Tampa, Tampa, FL",41636
6081607900,"East San Mateo, San Mateo, CA",41634
26125152600,"Birmingham, MI",41634
34003014000,"Emerson, NJ",41630
34013017302,"West Orange, NJ",41627
17097863500,"Lake Forest, IL",41625
24005490302,"Towson, MD",41624
15003007810,"Aiea, HI",41622
36059522700,"Seaford, NY",41619
37183053608,"Providence Place, Morrisville, NC",41618
36081133300,"Queens County, NY",41616
36119002202,"Cedar Knolls, Yonkers, NY",41615
6085509901,"Blossom Valley, Mountain View, CA",41614
51059490502,"Fairfax, VA",41612
6075032901,"Sunset District, San Francisco, CA",41611
42041010400,"Camp Hill, PA",41600
10003013501,"Hockessin, DE",41596
36103147100,"Bay Shore, NY",41595
6085511914,"Almaden, San Jose, CA",41594
9001055100,"Weston, CT",41590
26125152700,"Birmingham, MI",41588
12011042200,"Barrier Island, Fort Lauderdale, FL",41587
6037139802,"Tarzana, Los Angeles, CA",41587
34003047100,"Ridgewood, NJ",41586
25013813301,"Longmeadow, MA",41585
6059032046,"Coto de Caza, CA",41585
26125150300,"Bloomfield Hills, MI",41575
6081605200,"Easton Addition, Burlingame, CA",41574
42091201005,"Lansdale, PA",41570
9003520501,"South Glastonbury, Glastonbury, CT",41570
9001060500,"Southport, Fairfield, CT",41563
25021403300,"Needham, MA",41561
36061014401,"Upper East Side, New York, NY",41561
18057110904,"Carmel, IN",41559
34003042400,"Paramus, NJ",41558
36059303302,"Williston Park, NY",41553
36047035601,"Kings County, NY",41550
36059413600,"Baldwin, NY",41550
24031700610,"Gaithersburg, MD",41546
34035054300,"Somerset, Franklin Township, NJ",41546
25023501202,"Hingham, MA",41544
9009343400,"Cheshire, CT",41542
34027045902,"Chester, NJ",41537
53033024601,"Mercer Island, WA",41536
51059480300,"McLean, VA",41535
36059301200,"Port Washington, NY",41529
6073008303,"La Jolla, San Diego, CA",41525
6001441521,"Ardenwood, Fremont, CA",41522
6013384000,"El Cerrito, CA",41521
6067004011,"Pocket, Sacramento, CA",41521
48201411200,"River Oaks, Houston, TX",41518
34021004307,"West Windsor Township, NJ",41516
36059521302,"Massapequa, NY",41514
34025804100,"Monmouth Beach, NJ",41509
20091053301,"Hallbrook Farms, Leawood, KS",41507
34013019900,"Maplewood, NJ",41504
34013020800,"Livingston, NJ",41504
25021401000,"High Street Hill, Brookline, MA",41501
42045407404,"Wallingford, Nether Providence Township, PA",41499
51510202001,"Old Town, Alexandria, VA",41491
34039038102,"New Providence, NJ",41486
6013355113,"Danville, CA",41480
34039038101,"New Providence, NJ",41479
34031246104,"Wayne, NJ",41476
